,num_above_peaks_AF3,num_above_peaks_AF4,variance_AF3,variance_AF4,label
45,3,2,1532475.8868598528,163370.8298323055,left_wink
46,3,2,161362.58809123404,34773.08774310477,left_wink
47,2,3,659344.3470415054,3076.5899113156124,left_wink
48,3,3,1053850.5615226096,2738.5159726432844,left_wink
49,3,2,1074130.7706784056,2672.0332178986687,left_wink
50,3,3,885587.3023968708,4817.055634023289,left_wink
51,3,2,945424.1666869025,125529.78397096903,left_wink
52,3,3,1692448.049839058,180620.9546402343,left_wink
53,3,3,278066.4746319654,95791.37060961455,left_wink
54,4,3,1915112.474588652,207837.67730484635,left_wink
55,2,3,393555.4726528497,3070.4751252147757,left_wink
56,3,3,1460742.4268156565,83213.04517706735,left_wink
57,2,3,439892.4158001799,3369.7022074923752,left_wink
58,3,2,2029173.3032676692,183515.39505148615,left_wink
59,3,4,930516.2400427063,2083.9362505747495,left_wink
60,3,2,1664227.3534961974,226122.472804449,left_wink
61,3,3,794721.4871281633,2222.6095883809144,left_wink
62,3,2,1825802.2040074663,187084.14690012296,left_wink
63,3,3,1850985.8283777193,179160.7406778877,left_wink
64,2,2,659996.1146217085,3601.8860177805873,left_wink
65,3,3,1513789.1708131179,121759.51260739153,left_wink
66,4,2,686838.1493152758,3287.4272444946023,left_wink
67,3,2,1086445.2292129598,4751.838753091853,left_wink
68,2,2,887130.799005502,2267.5824979316103,left_wink
69,3,2,1595114.3461463454,106636.06785039009,left_wink
70,3,3,1264964.5528919578,152682.0055433828,left_wink
71,2,4,461967.6156904067,3079.343378373019,left_wink
72,2,3,951901.5087475708,2280.6826932511644,left_wink
73,2,2,57399.18494238321,3577.673952951631,left_wink
74,2,3,988366.2176955637,2866.4524388687587,left_wink
75,2,2,454810.74235502596,88484.63546706921,left_wink
76,3,3,737203.2767617812,24060.6875954401,left_wink
77,3,2,1315995.4391497062,132931.70058031855,left_wink
78,3,2,1987163.4843005643,199949.23204129632,left_wink
79,2,2,48420.81779350866,2293.576252476529,left_wink
80,2,3,84502.98854503351,2805.1546749420727,left_wink
81,3,3,1694496.8678751327,102120.26206704501,left_wink
82,2,2,1069896.058607004,7075.065820904828,left_wink
83,2,2,827263.3751559595,17056.05834478934,left_wink
84,3,3,910934.9823329378,2728.5557841486802,left_wink
85,2,1,466859.6209410602,10001.92167856166,left_wink
86,2,3,606599.5134401838,71795.74370981209,left_wink
87,2,2,183933.2751269523,76418.47103104462,left_wink
88,2,2,544689.5501408332,14974.437042811605,left_wink
89,2,2,1111774.3171761504,4859.456828245903,left_wink
90,2,3,1052211.2482284023,3871.6141131961895,left_wink
91,3,2,1919646.6977846203,197077.52595547395,left_wink
92,3,0,351327.96639798157,17545.753101264236,left_wink
93,3,2,772057.4384708456,3316.0086138720535,left_wink
94,3,3,186664.67443358424,63220.95956758233,left_wink
95,2,0,412196.1181255006,17414.578187309184,left_wink
96,3,1,156720.6288722471,48711.78791109082,left_wink
97,2,3,562879.7767429677,21522.78415083208,left_wink
98,3,3,890199.7098684561,3082.1560125493343,left_wink
99,2,2,124399.18665368168,31295.170328607408,left_wink
100,2,3,653691.5440266385,4248.6073905056655,left_wink
101,3,2,1904523.5475551134,189343.83184993797,left_wink
102,3,2,1503703.7072418327,156762.80279034137,left_wink
103,2,2,688784.7129794359,3031.426537908922,left_wink
104,3,2,985573.7038962864,3632.9316166959034,left_wink
105,2,3,954027.4791500573,12417.968012716085,left_wink
106,3,2,863004.6189826357,3082.361275837184,left_wink
107,2,2,441660.1474206489,1437.4466716859886,left_wink
108,3,2,1553333.4495981135,111043.28804369473,left_wink
109,2,2,319427.2578399005,2603.72086763467,left_wink
110,3,3,143762.2034234362,41307.03842195127,left_wink
111,3,3,1434150.572490655,3779.557716224286,left_wink
112,3,2,1485618.64949097,83819.55198698575,left_wink
113,3,3,861536.2001836402,2417.598969976281,left_wink
114,3,2,947697.1028128442,13261.294700463533,left_wink
115,2,3,341535.81026557344,3281.3187076993963,left_wink
116,3,3,861835.7356922731,5019.320160763957,left_wink
117,2,2,51245.5559272331,4553.803540445474,left_wink
118,3,3,772596.4612071151,3230.520442357907,left_wink
119,3,3,727391.039264368,3863.9023668437367,left_wink
120,3,2,976749.6077416106,3324.2573714901096,left_wink
121,3,3,929561.9769200912,6148.0531350222,left_wink
122,2,2,147238.69712782803,16491.739075367834,left_wink
123,3,2,1134949.3709796236,97121.86024099636,left_wink
124,4,3,1451511.288186526,76454.523450573,left_wink
125,3,2,1621234.1610149757,182586.58948788242,left_wink
126,2,2,331636.91291676013,3103.95277392313,left_wink
127,3,2,1009340.9130483653,111746.45484936918,left_wink
128,3,3,729687.3357732855,2205.236570115735,left_wink
129,3,2,1382699.7519310557,15605.408773216039,left_wink
130,2,3,893787.4681908787,2170.283472224861,left_wink
0,2,2,4835.202754125002,196106.99456540955,right_wink
1,2,2,3591.5358067129164,173781.3112850261,right_wink
2,3,3,13516.679850936765,13634.674146895148,right_wink
3,3,2,7604.836925866832,425671.198978486,right_wink
4,2,2,4104.762067034021,279968.62087806466,right_wink
5,3,2,3356.828814259301,4331.714066933192,right_wink
6,2,2,29265.381832194576,264730.2106715426,right_wink
7,2,3,1640.3321662207481,2363.4376208528756,right_wink
8,2,2,4312.6072510734575,5958.657736801532,right_wink
9,2,2,11041.478697062967,11911.86183502172,right_wink
10,2,2,5777.553305386927,4649.826841745734,right_wink
11,2,2,3719.583242835934,4392.656924151013,right_wink
12,2,3,10266.311496181674,3937.9722499696645,right_wink
13,2,3,2125.545414210468,122083.31866412303,right_wink
14,2,2,2324.8003653067512,106474.87108493286,right_wink
15,2,3,9947.824264088893,8823.471534160528,right_wink
16,3,2,8766.085585771802,2620.300672618155,right_wink
17,3,3,3139.163267392236,4810.37742410751,right_wink
18,2,2,2914.6961072671834,3466.691397624649,right_wink
19,3,3,9296.060117076031,5054.8645950894115,right_wink
20,2,2,3092.1743945449284,4178.330319682616,right_wink
21,3,3,2422.549009959058,4064.48926775365,right_wink
22,2,2,10032.962129607471,215574.202399637,right_wink
23,2,2,4756.46170108592,152956.3883263645,right_wink
24,2,2,14523.387086863804,259736.8573914407,right_wink
25,3,3,3051.416329309647,4178.742718306069,right_wink
26,2,2,1976.3047898737977,336466.13664745557,right_wink
27,2,2,4630.191971218642,59135.22268226863,right_wink
28,3,2,9904.121863411705,11951.472721923259,right_wink
29,2,2,5134.176654282162,209861.58799124768,right_wink
30,2,2,5032.667716834701,46312.43811602268,right_wink
31,2,2,1867.1672058490983,3814.8688901509868,right_wink
32,3,2,6027.71369547229,63642.21126148709,right_wink
33,2,1,7539.912187970254,11609.712410987946,right_wink
34,1,2,1394.2936666636726,143828.9208800839,right_wink
35,2,3,5939.762021047795,513313.9550377129,right_wink
36,2,2,6680.305567382669,43360.287466917354,right_wink
37,2,2,2710.5233121364913,4797.479933519526,right_wink
38,3,3,9705.934069779572,7952.367604109545,right_wink
39,2,2,4888.275121344239,4111.714821958306,right_wink
40,2,3,3300.775690697735,5873.900616774723,right_wink
41,3,2,5619.658866438535,122296.96382826028,right_wink
42,2,2,4938.066705484137,4247.304913607889,right_wink
43,3,2,12151.91570018566,60657.1516098786,right_wink
44,2,2,25105.432473856734,11963.799559729285,right_wink
45,3,2,8530.932800707045,2685.4958572837268,right_wink
46,2,3,4099.8943060799365,473657.9541404427,right_wink
47,2,2,8456.535782023653,38202.19121522535,right_wink
48,2,2,25928.183857111646,15371.811399429822,right_wink
49,3,2,6989.32765474414,2521.879725705338,right_wink
50,2,2,2906.8285041069757,3080.4645439987085,right_wink
51,1,2,1264.6309280029172,118746.00121322648,right_wink
52,2,2,47411.658779326826,26990.05803179806,right_wink
53,2,2,4207.427763217743,4225.290021942463,right_wink
54,2,2,2569.598234225671,102521.52476481072,right_wink
55,2,2,5114.054810531336,141566.23931967892,right_wink
56,2,3,6795.445534561012,10682.4010666558,right_wink
57,2,3,6070.202313902573,6298.7767045581395,right_wink
58,2,2,16611.27138867674,146338.4676802521,right_wink
59,3,2,20015.82165867271,237856.80926654802,right_wink
60,2,2,5952.925533313803,3326.9890481457587,right_wink
61,2,2,3032.9450069271124,3703.2078506328894,right_wink
62,3,1,6845.806035819952,1824.709318368106,right_wink
63,2,2,2533.1094947896,462557.0464865674,right_wink
64,2,3,3132.698271906847,478847.66933462647,right_wink
65,2,2,5857.189936406957,318069.8430648173,right_wink
66,2,2,3181.37225794027,5403.370187446448,right_wink
67,2,2,5192.867339638976,139251.03113078224,right_wink
68,2,2,6205.058207977639,7654.61704040689,right_wink
69,1,2,4418.448431049134,112403.2224511543,right_wink
70,2,3,4496.102145482307,107800.39528533106,right_wink
71,1,2,5269.922490634442,4334.021596185272,right_wink
72,2,2,8475.279255162746,7703.619136848844,right_wink
73,2,3,10386.088895371016,374554.1158773689,right_wink
74,2,2,5633.05463843863,3865.682786043346,right_wink
75,2,2,6166.883887409732,53771.12873134919,right_wink
76,3,3,5453.671620768703,6148.135569133663,right_wink
77,3,2,3460.61713117126,1230.4012519073626,right_wink
78,1,3,1812.2978503862585,209733.6182316274,right_wink
79,2,3,4959.5292462105945,9568.993015915174,right_wink
80,2,2,6238.548833186357,136864.6383393526,right_wink
81,3,2,11033.605276099592,60390.09602130777,right_wink
82,2,2,2844.12971988932,5075.337892205578,right_wink
83,2,2,6019.3731982582785,241358.6075121617,right_wink
84,2,2,20930.00377811799,408828.2381737049,right_wink
85,2,2,9472.997804499248,288834.1435547725,right_wink
86,1,3,7152.71562957558,7278.537636561251,right_wink
87,2,2,58420.15468467122,11320.37799599346,right_wink
88,2,3,10765.572040395697,434521.88674661465,right_wink
89,4,3,3788.6057439248093,241910.61133503914,right_wink
90,2,3,6872.387330283447,287598.4428279754,right_wink
91,3,2,4936.799966836835,106010.65723257356,right_wink
92,2,2,8122.852225376795,56920.54816525977,right_wink
93,3,3,4170.333412239829,4085.734091738567,right_wink
94,3,2,2850.0320792800876,3539.0213953440257,right_wink
95,2,2,3046.688508126944,42917.147753072626,right_wink
96,2,3,4840.8228219403145,4902.576173114313,right_wink
97,2,2,4821.6905754608515,56566.410224138715,right_wink
98,2,2,3809.2793263159065,405187.3497168683,right_wink
99,2,2,28284.242007033885,17196.734636475438,right_wink
100,2,2,7092.065457243186,6641.619025268325,right_wink
101,2,3,12570.550801635633,91693.22416563917,right_wink
102,2,2,2982.1156086042497,3508.8740489214965,right_wink
103,2,2,6865.6319471406205,4610.536880566162,right_wink
104,2,3,20858.660214381413,15118.229886263529,right_wink
105,2,2,3664.2422207713594,94474.20980656677,right_wink
106,2,2,3964.5972980892398,75188.88398639653,right_wink
107,1,2,7831.629385868754,375808.3058403393,right_wink
108,2,2,5271.270476835771,396824.7608893179,right_wink
109,2,3,3318.5303590381045,5920.76209289496,right_wink
110,2,3,6144.167128707693,55223.73744049945,right_wink
111,1,2,11162.146997784272,42098.999516898264,right_wink
112,2,2,6173.213275749565,4267.901437453703,right_wink
113,3,3,30299.355968677526,17518.307952926647,right_wink
114,2,2,4110.914926542797,5639.1688287276875,right_wink
115,2,3,6061.002156629328,9304.771065673978,right_wink
116,2,3,2118.4559270961977,98721.66136849327,right_wink
117,2,3,3062.3247374275165,138628.65429221102,right_wink
118,2,2,6181.2567923389615,129069.89537236233,right_wink
119,3,0,13400.91348171862,11137.52097924593,right_wink
120,2,3,3967.325204875658,8129.361577084047,right_wink
121,2,2,3452.798135536188,5045.402986044781,right_wink
122,2,2,2213.6611665323912,355366.0113887833,right_wink
123,2,2,4555.173330024412,215528.6691717504,right_wink
124,2,2,25621.067083212813,8444.600521370712,right_wink
125,2,2,11070.849267036969,15714.304660893436,right_wink
126,2,3,13701.921935578774,291734.87919820665,right_wink
127,3,2,4797.1141363324905,2992.9954367181444,right_wink
128,3,2,4154.486608392831,5820.998803857982,right_wink
0,2,2,26459.7690908887,7025.52683307028,triple_blink
1,2,1,343324.64594804833,11102.443083648455,triple_blink
2,4,3,501085.6114062406,14889.741469528073,triple_blink
3,2,2,968946.3660051211,21912.402591810045,triple_blink
4,3,2,28357.913532506405,12851.325342059969,triple_blink
5,3,3,29761.652590102454,10813.019689506447,triple_blink
6,2,1,858221.7782985768,19753.448475956648,triple_blink
7,2,2,21660.105549468622,5775.354345235974,triple_blink
8,2,2,28729.99833070507,11351.155998245238,triple_blink
9,2,2,563933.1454040114,12235.243119193341,triple_blink
10,4,2,2525169.436405014,30734.58683886028,triple_blink
11,2,1,34516.005565009444,11029.038231456123,triple_blink
12,2,2,2613513.8718567537,110864.92133102068,triple_blink
13,2,1,28805.77354136301,8453.524879247105,triple_blink
14,2,1,32255.676439546496,35163.521758949675,triple_blink
15,3,2,28122.58190352981,12038.577602307923,triple_blink
16,2,2,38750.69783210288,12330.205681413869,triple_blink
17,3,2,1832767.2321424622,23021.394722424448,triple_blink
18,2,2,38978.65324392198,17221.19102873438,triple_blink
19,0,0,28529.582031579117,6751.093268802237,triple_blink
20,4,2,26017.135198717024,9993.767922350045,triple_blink
21,3,3,30881.385919625634,14828.041109086027,triple_blink
22,3,2,28610.225719803988,11195.296285335313,triple_blink
23,1,1,35659.77918007943,12997.566497720343,triple_blink
24,2,3,22761.90546411851,6860.164144135802,triple_blink
25,2,1,40403.75807751037,17434.073057411588,triple_blink
26,2,2,28195.775899575186,8639.04382709624,triple_blink
27,2,2,28693.95846268133,11513.142130421513,triple_blink
28,2,2,37336.65412451154,15781.70943858432,triple_blink
29,2,2,59790.57944887039,40607.13585637294,triple_blink
30,2,1,29597.185016053943,25177.38826919272,triple_blink
31,1,1,30882.050135142395,11716.33244546295,triple_blink
32,2,1,33316.944638510635,11570.738361782547,triple_blink
33,1,2,46990.44667870067,17237.80240032724,triple_blink
34,3,2,30160.6627280825,11964.040664102595,triple_blink
35,3,0,10256.966471968495,132172.46467208688,triple_blink
36,2,2,33396.02140537627,12669.589277617964,triple_blink
37,2,3,31347.611791036725,12353.549140424035,triple_blink
38,2,2,1190641.5424508455,23675.702470391552,triple_blink
39,0,2,2703492.2721708943,58844.26006782792,triple_blink
40,3,3,1627199.9168658531,23698.179399944915,triple_blink
41,1,3,2848775.8713123356,145662.02479295386,triple_blink
42,2,2,443187.2536481428,11496.833486487163,triple_blink
43,2,3,30637.896819661637,12114.960464024112,triple_blink
44,2,2,36016.01864560197,13738.869495100067,triple_blink
45,0,1,45565.79303534621,10575.140621627383,triple_blink
46,2,2,785562.8194620141,20474.258095384135,triple_blink
47,2,4,36065.631393146294,11753.361521310786,triple_blink
48,3,2,854788.8367252942,17655.513607040342,triple_blink
49,2,2,30633.925002467015,9611.849883661449,triple_blink
50,1,1,31306.237275669348,11416.069257127461,triple_blink
51,2,2,49249.397840809,13333.195254672364,triple_blink
52,2,3,36553.65076908135,12851.198749611214,triple_blink
53,2,2,31874.17816669913,11134.02013832101,triple_blink
54,2,1,52123.06159741435,12307.899142454176,triple_blink
55,2,1,26465.48747769459,9446.121816907951,triple_blink
56,2,1,31159.237239469712,13239.206585166534,triple_blink
57,2,1,34203.91577939631,12360.057180345413,triple_blink
58,1,2,38175.87935462633,16090.999119610677,triple_blink
59,2,2,38448.31970654373,13827.337330401479,triple_blink
60,2,1,1638381.42332377,32250.95981805948,triple_blink
61,0,2,3028555.6240101764,79924.53836424524,triple_blink
62,2,2,182686.98520939721,8031.203407615693,triple_blink
63,3,2,33326.23384702835,12946.00267809084,triple_blink
64,1,1,19336.997272485158,6008.800025831395,triple_blink
65,2,4,33379.41239582136,11426.300317655161,triple_blink
66,1,1,47261.69996259228,12474.154784411288,triple_blink
67,2,2,41038.17718957566,17071.753180140666,triple_blink
68,2,3,21287.845983119496,5830.01740636464,triple_blink
69,1,1,51745.58930785676,21253.179160466727,triple_blink
70,1,1,80118.57268546222,16944.256010031684,triple_blink
71,2,1,35790.23026527803,14562.654476514872,triple_blink
72,0,1,2770351.0650176806,55631.54791270143,triple_blink
73,0,2,2628787.148093419,54354.98944937637,triple_blink
74,1,1,30949.977320264694,11627.856451491147,triple_blink
75,2,2,87742.6610955656,30375.06975267555,triple_blink
76,1,0,24545.986752723,13566.363783121955,triple_blink
77,2,3,67157.35279643649,27705.278515289556,triple_blink
78,3,3,1372111.1127430096,18193.63357489441,triple_blink
79,2,2,36794.100366713006,15210.446380755353,triple_blink
80,0,2,3166877.543142703,66489.79266078601,triple_blink
81,2,2,42970.374661147194,17145.519241500286,triple_blink
82,1,1,50322.09165517636,19826.249562818437,triple_blink
83,2,1,36329.33973111148,15291.010881120957,triple_blink
84,3,3,27714.60019926702,11812.469152751299,triple_blink
85,3,2,30363.308208402228,16141.447988360978,triple_blink
86,0,2,3323849.5158109297,97754.70874539901,triple_blink
87,1,2,33164.42424810449,14586.468893218644,triple_blink
88,2,1,22350.66449363176,12252.778650946982,triple_blink
89,2,2,30718.741229679523,11367.53616597958,triple_blink
90,0,2,2532001.905137069,65802.03026443857,triple_blink
91,2,2,29149.315900274974,8794.039251583807,triple_blink
92,2,2,35768.019466266116,13300.27603624053,triple_blink
93,3,2,47629.90404230627,21153.464685023137,triple_blink
94,2,2,44980.3856051015,10084.510908297918,triple_blink
95,2,2,31098.29713369591,7163.678120218997,triple_blink
96,1,1,34281.554741566026,8382.30184017981,triple_blink
97,2,1,707242.4883686744,16404.526788173356,triple_blink
98,1,1,26407.544139112535,11029.152384551277,triple_blink
99,2,2,38800.96101607491,7371.350939898567,triple_blink
100,2,3,37893.320494142405,14502.669358884164,triple_blink
101,2,3,340448.90451342217,11045.309286419953,triple_blink
102,0,2,2732266.012741757,51351.94219440918,triple_blink
103,2,2,32686.90277742445,11474.93580851579,triple_blink
104,1,1,25058.654858725495,5550.971567227057,triple_blink
105,1,2,22960.758904879887,5195.0218686186745,triple_blink
106,3,4,27507.44014359258,11145.47159072245,triple_blink
107,1,2,20285.002801425053,5831.94731742061,triple_blink
108,1,2,24955.919422153573,23523.612322737044,triple_blink
109,1,1,35098.9437124489,13669.861151423125,triple_blink
110,2,2,327591.7839477808,10716.311031167143,triple_blink
111,1,2,44691.73677300943,13352.153099698426,triple_blink
112,4,2,14269.975337924077,4641.092015693209,triple_blink
113,2,2,61423.19165658294,22570.645778444927,triple_blink
114,2,2,93015.1353890338,8809.351281354317,triple_blink
115,1,1,36914.812245826295,14398.146456762786,triple_blink
116,2,2,32752.17153730537,12513.998600927533,triple_blink
117,2,2,32095.32634192457,9421.41601345931,triple_blink
118,2,3,31337.282745125693,13612.62649303009,triple_blink
119,1,2,28022.181512666197,11728.55627006651,triple_blink
120,2,1,33965.931577567884,11813.97614712497,triple_blink
121,1,1,34775.50442233367,9340.25603385564,triple_blink
122,2,2,43274.80711185816,19812.39271527171,triple_blink
123,2,2,36570.602791751495,14037.19873934082,triple_blink
124,1,1,39243.99025113279,14753.849135919043,triple_blink
125,1,2,42168.622989216834,11679.279996748148,triple_blink
126,3,3,29247.56832552581,14410.616569200922,triple_blink
127,2,3,25219.593648648293,11280.445646498487,triple_blink
128,0,3,2791664.308534712,54386.65740493767,triple_blink
129,2,2,26971.40122413591,5425.170491649425,triple_blink
130,3,2,39290.208706324855,16267.076716823221,triple_blink
131,2,2,30703.24113771058,12602.963994718679,triple_blink
132,3,3,37916.320484936994,14769.611728891507,triple_blink
133,2,3,760941.5631806041,14843.698338000513,triple_blink
134,1,1,140422.77188393555,37928.19024912852,triple_blink
135,2,2,48116.502122260485,18587.987378693582,triple_blink
136,2,1,20203.736628148938,6978.58000318595,triple_blink
137,1,1,39514.05034320211,13597.101604085932,triple_blink
138,2,1,24444.265838502397,7183.046045364863,triple_blink
139,1,1,33701.781422379354,13950.437821001333,triple_blink
140,0,2,2417939.115638384,21197.932423792023,triple_blink
141,3,1,787028.9830881067,18507.377122247883,triple_blink
142,2,2,20542.93333735505,4814.538073511706,triple_blink
143,3,2,748401.8252893246,15210.719332964642,triple_blink
144,2,2,32573.54401115711,14479.376259656845,triple_blink
145,2,2,40642.68879386467,15474.886276096382,triple_blink
146,3,0,102408.34049365432,86104.0502645848,triple_blink
147,3,3,16569.752502079133,7870.744237488846,triple_blink
148,2,2,41625.54247587382,17352.941702403725,triple_blink
149,2,2,27587.957161430917,12025.429766639467,triple_blink
150,1,2,38155.008282374816,15520.320274006473,triple_blink
151,2,1,38781.980828387896,17689.603560811785,triple_blink
152,2,1,20079.718901153345,6019.979281985686,triple_blink
153,2,2,45808.59797916324,18696.19427156468,triple_blink
154,1,1,33849.008843371535,13457.243200494777,triple_blink
155,2,2,46983.23184913132,21543.911576383605,triple_blink
156,0,0,42755.63223846483,11197.407512861817,triple_blink
157,0,3,3266841.5535757453,37101.83321576493,triple_blink
158,3,3,64740.776993241576,23186.11981883342,triple_blink
159,2,2,29857.77908113947,12568.636716188266,triple_blink
160,2,1,964534.6848727451,19576.64064080034,triple_blink
161,2,3,525375.4616562378,13385.521087266998,triple_blink
162,3,2,1426087.2418489116,22971.608719705695,triple_blink
163,1,1,32168.767452984408,8604.887867293599,triple_blink
164,3,1,16575.338323009335,7189.156213197035,triple_blink
165,2,2,40992.00689267775,14884.415114818074,triple_blink
166,2,2,44918.78028195291,16666.514516201372,triple_blink
167,0,0,49091.699572788886,14989.776934777385,triple_blink
168,2,2,58573.833573969234,24812.385904161547,triple_blink
169,1,2,35362.35835965936,13810.195396535373,triple_blink
170,2,2,30137.457443246258,20457.26070001704,triple_blink
171,2,2,38973.56605191966,14744.028606259177,triple_blink
172,2,2,19749.150673820353,5510.181424303304,triple_blink
173,1,1,42690.24239270768,16047.276084396253,triple_blink
174,3,2,32772.61317695937,12305.36860978155,triple_blink
175,3,2,32427.541691911607,8517.350585237198,triple_blink
176,0,1,2475580.1224593227,35617.85633397827,triple_blink
177,0,2,3309306.9612907167,75548.88334256285,triple_blink
178,2,2,31081.68813501406,12785.159396637822,triple_blink
179,2,2,1271026.4289545212,25698.928549944296,triple_blink
180,2,2,677729.1102484297,14528.02599969556,triple_blink
181,2,3,24222.07856064341,9260.89652761227,triple_blink
182,3,3,377979.71136135515,10314.00790249522,triple_blink
183,1,0,25121.85998183785,24054.237735988987,triple_blink
184,0,3,2076907.9597531948,22321.03997588736,triple_blink
185,2,2,37390.670834536264,14636.547617150258,triple_blink
186,2,1,40250.49083965811,20865.48740707686,triple_blink
187,3,3,39954.34270096734,16787.464385110427,triple_blink
188,2,2,257717.3272313619,10949.022766741582,triple_blink
189,3,2,1171872.2649435832,18497.24446299173,triple_blink
190,2,2,34117.36224107637,11623.73244337455,triple_blink
191,3,2,37726.25736166995,13653.010596375221,triple_blink
192,3,2,31661.767835526745,11688.036667710681,triple_blink
193,1,2,39011.12806025667,14675.660457176238,triple_blink
194,2,2,32189.816816496594,8607.493537822838,triple_blink
195,0,2,2588380.9882553765,58905.43558311177,triple_blink
196,2,1,29162.613805083136,16893.711316254994,triple_blink
197,2,2,35348.000578244006,12797.623341807108,triple_blink
198,2,2,38042.2188970861,12537.709823803527,triple_blink
199,1,0,59067.62199920939,46743.4608566989,triple_blink
200,2,3,36834.38936951959,15286.328149556492,triple_blink
201,2,2,35780.15626455122,13842.530187909453,triple_blink
202,3,2,36376.71439986174,14979.112741782516,triple_blink
203,1,2,16115.173363407115,4124.298035015892,triple_blink
204,2,2,61681.18147607203,28427.432006375595,triple_blink
205,2,2,32584.029398622806,11472.887825761334,triple_blink
206,2,2,40237.47332817108,17734.639122536286,triple_blink
207,1,1,22553.448041184758,9838.67170898473,triple_blink
208,2,2,1455351.1568744767,37614.17290711237,triple_blink
209,1,1,30372.173662692483,10719.896423660926,triple_blink
210,2,2,32549.5402762951,11118.379333098446,triple_blink
211,0,2,2353023.4577889116,44869.56735627732,triple_blink
212,2,2,35214.27297572064,12933.563984787748,triple_blink
213,2,2,33162.863497201986,13322.442637464575,triple_blink
0,1,0,352.86296745676157,323.84536895138683,baseline
1,0,0,752.9969144296322,3750.8148301004107,baseline
2,0,2,456.6976045788243,371.04375258211854,baseline
3,1,1,590.1919930432407,513.0252937142967,baseline
4,0,0,1508.04811819075,868.9838746963036,baseline
5,0,1,681.1130152093587,735.0412323275328,baseline
6,0,0,376.98043536543224,496.74368290666655,baseline
7,1,1,454.56427007444614,480.293246072179,baseline
8,2,2,3767.1098137466856,1766.0597831735888,baseline
9,1,1,365.0670182335558,505.74364227215864,baseline
10,1,1,477.5111322979992,537.2517518138443,baseline
11,2,2,465.20274162761723,403.9755965935047,baseline
12,2,0,805.3224424061045,742.8263898534477,baseline
13,1,0,240.07057522828413,435.16441770851384,baseline
14,1,1,362.1307921317303,327.2339320245029,baseline
15,0,0,323.0919162207908,560.3090705606145,baseline
16,1,1,386.5387811841487,360.6788978414601,baseline
17,0,0,2157.417431365353,565.1889222107488,baseline
18,2,0,783.7315534780151,504.65651185105327,baseline
19,0,1,2447.315995391081,686.500938935676,baseline
20,0,1,372.30684564609277,335.4610885588649,baseline
21,0,0,31252.555039678926,32434.077606220413,baseline
22,0,0,494.2453110441461,570.446096292595,baseline
23,0,1,477.4615627033887,343.4263986011785,baseline
24,1,1,379.0304026026435,331.3523308174686,baseline
25,1,1,408.26410106789797,349.22811335610913,baseline
26,1,0,282.3428871458072,293.76379262130285,baseline
27,1,1,766.1683831904043,1569.4486190474083,baseline
28,2,0,332.9551061218661,13728.387660730114,baseline
29,2,1,561.3731879201022,704.7704186825263,baseline
30,0,1,905.0256786216534,1174.7965794628205,baseline
31,0,1,289.3899035090035,295.8074109930062,baseline
32,1,0,315.9041125589217,389.9956253553217,baseline
33,1,1,358.74369862540146,479.99281136578423,baseline
34,0,0,19649.8601769965,12553.790501987427,baseline
35,1,1,258.12354317020976,348.6854870496229,baseline
36,0,1,476.15399267512527,444.6485385768231,baseline
37,0,0,1428.3525830474803,1943.1465348239803,baseline
38,0,0,15265.969383350459,35189.71246679266,baseline
39,1,0,411.21516469113845,454.61412572572056,baseline
40,0,0,9991.526282944407,6238.647652051372,baseline
41,0,0,2684.740501371987,2437.181562730944,baseline
42,1,1,391.74333144929614,381.8611300483693,baseline
43,0,0,568.9892705735224,1225.4749950416465,baseline
44,0,0,849.4429125271898,4440.645437785074,baseline
45,1,1,487.9605454173897,555.549435238724,baseline
46,1,0,428.1785906119653,960.0691417182603,baseline
47,0,1,472.5877602119461,399.4853914064601,baseline
48,0,1,453.68227605054784,416.94790723797064,baseline
49,0,0,311.86640974696064,520.3875050659219,baseline
50,2,2,428.01863609041135,452.4396595776429,baseline
51,2,1,419.9789204100705,393.62785241810593,baseline
52,1,1,446.0280380134257,380.92150784090614,baseline
53,1,1,399.30457227063624,359.1322025446244,baseline
54,1,0,384.47069860215106,432.3195059562089,baseline
55,1,0,5097.005363937685,18393.9189748948,baseline
56,0,0,713.61758737665,1654.6249199556441,baseline
57,1,2,350.8149972603158,460.7924496772164,baseline
58,0,0,1283.1900647525554,1115.1629213358872,baseline
59,1,1,333.39239304177795,370.7068083456705,baseline
60,1,1,417.00399135818276,541.0823397487254,baseline
61,0,1,319.94360979753657,394.5544630001739,baseline
62,3,2,1283.2743206819778,1167.2418161673397,baseline
63,0,0,979.7567209195628,482.67915058597634,baseline
64,1,1,331.8012284335189,326.6878942018085,baseline
65,0,1,741.4285820536468,1452.4767470351037,baseline
66,2,0,450.44034796427246,668.1883533611732,baseline
67,0,2,381.70485536053695,357.157060484213,baseline
68,0,1,686.960919589129,711.0833773020364,baseline
69,0,1,425.94903926389196,284.9353427153813,baseline
70,2,2,1146.9077323865338,749.2284807765463,baseline
71,0,1,553.8781972743476,616.2406618910317,baseline
72,1,1,376.3856674158856,389.2149296692003,baseline
73,0,2,936.0641724795122,596.0207027500236,baseline
74,0,1,403.56675714653795,438.58037823235827,baseline
75,2,0,416.1872939961514,384.85549119506084,baseline
76,0,0,1442.5178058818524,1349.3163117552165,baseline
77,1,1,436.5263359228187,414.9332155220543,baseline
