,AF3_max,AF4_max,AF3_peaks_diff,AF4_peaks_diff,label
0,7867.692383,6775.384765999999,140.59940645454662,78.12127672371298,none
1,7903.589844,6857.94873,178.81245177631763,93.41125331645617,none
2,5900.0,4894.3588869999985,126.9086189149175,103.0612568877541,none
3,4923.0771479999985,4674.3588869999985,66.59143556000072,53.827166506172944,none
4,8023.589844,5321.538574,210.91954105788227,133.88740912643607,none
5,8023.077148,5315.384765999999,176.8531572644756,127.52971604541744,none
6,8067.179687999998,5215.384765999999,218.1206434589776,127.40715240353438,none
7,7877.94873,5661.538574,67.79764878915557,40.23651904696908,none
8,7972.820312999998,5343.0771479999985,174.31465508642032,130.79305954651227,none
9,5043.0771479999985,4782.05127,83.68813878082074,67.53741807009465,none
10,7957.436035,5285.128418,205.04153531896327,137.5438556765621,none
11,5003.589844,4757.94873,66.88202209446172,61.71416219343428,none
12,4900.0,4680.0,35.74982415014438,27.50194442314387,none
13,7903.077148,5641.025879,74.1826840084891,39.32480597435824,none
14,7858.974120999998,6750.256348000001,210.256411571429,204.6524379277089,none
15,6317.94873,4929.743652,55.18403192250753,30.2378723734937,none
16,7887.179687999998,6187.692383,133.49578411655648,92.52149049567743,none
17,5284.615234000001,4839.487305,78.44594708422846,64.31468702631537,none
18,7856.922852,5475.384765999999,81.76690632030022,68.51874500756003,none
19,8043.589844,5101.538574,181.23175235854706,141.69238099834,none
20,5050.769043,4712.307617,92.52913037500548,77.38512114118475,none
21,4941.025879,4758.974121,65.11852763644583,62.87828563383937,none
22,5067.692383,4704.615234000001,35.175282246475035,24.24228145919642,none
23,7965.641113,5674.871582,175.13171113473254,130.42949521250193,none
24,5036.410156,4748.205078,82.15029543530818,74.07280951384291,none
25,5012.820313,4750.256348,95.15139586060559,76.47798771236376,none
26,7909.230956999999,5014.3588869999985,148.20812963483058,99.11636478909259,none
27,5790.256348,4605.128418,37.62210551645603,27.17922433770218,none
28,7869.743651999999,5886.666504,118.3727434199136,80.68867111843247,none
29,7883.077148,5119.487305,171.68727691357935,122.20996164459666,none
30,7862.05127,6178.461426,180.29970002597247,110.9248323147749,none
31,7980.0,4993.333496,164.1986969125005,110.73099320071742,none
32,7845.641113,6341.025879,230.3979924219957,222.51623730063966,none
33,7907.692383,6168.205078,88.26433506111016,48.47415875743627,none
34,7637.94873,4801.538574,69.45565509491644,27.51940058139462,none
35,7857.94873,5208.7177729999985,151.5749678385955,135.99345178989643,none
36,5139.487305,4799.487305,94.86190674312911,77.52642465882309,none
37,5363.0771479999985,5000.512695,76.2993057383419,61.15809650674146,none
38,7986.666504000002,4676.9228520000015,150.17439278053826,116.51657186585271,none
39,5129.743652,4777.436035,35.004726930004836,25.565272465776616,none
40,4944.615234000001,4649.230957,54.26690506410523,63.47446559175114,none
41,7830.769043000001,5804.615234000001,108.49869442429826,74.7198470617277,none
42,7941.025879000002,5600.512695,83.11794921333467,54.53275648915951,none
43,4946.153809,4722.563965,58.82495693115288,52.075709785715844,none
44,5013.846191,4732.820313,69.9722703345833,56.55112109667243,none
45,7872.820312999998,7058.461426000002,152.60757383273176,99.50758735381169,none
46,7908.717773,7472.307617,223.15613158159113,173.16534151506767,none
47,7927.692383,5364.615234000001,215.13669585237994,126.08584630120367,none
48,7883.077148,5963.589844,2.504745608553094,45.0926383267406,none
49,7975.384765999999,5270.769043,136.4254926663284,124.6852388145262,none
50,7876.410156,5161.025879,139.90295419963468,44.28164647601261,none
51,5010.256348,4735.897461,70.26643257057367,62.17697652982588,none
52,5029.743652,4727.179688,107.02437712508436,80.99747290334562,none
53,7877.436035,6248.7177729999985,138.30892920928682,104.32480294666948,none
54,5510.769043,4791.794922,39.0238186292172,26.648749755810968,none
55,5043.589844,4766.153809,116.54979256840579,101.21792856249704,none
56,5132.820313,4799.487305,87.98702405747281,66.2636490888708,none
57,5004.615234000001,4768.205078,69.95552442272128,65.9199316461054,none
58,5015.897461,4752.820313,87.91346460272234,66.41942409697822,none
59,5074.3588869999985,4778.461426,74.84797461203652,60.86688697221962,none
60,6171.2822270000015,4868.7177729999985,43.765862792507505,27.600759628355263,none
61,7852.307617,6192.820313,187.3963014085448,118.24809901677236,none
62,7782.563965,5238.461426,315.1880127000031,172.14452210483705,none
63,5125.6411130000015,4746.153809,74.22804706052739,53.09308104819138,none
64,6803.589844,5121.025879,119.74027559740352,90.11163262352875,none
65,5100.0,4796.410156,65.112640397434,46.367119861695755,none
66,5083.589844,4616.9228520000015,36.86723254303979,22.969533110123848,none
67,4866.153809,4626.153809,66.91953445489344,54.713111523812586,none
68,5221.025879,4801.538574,85.11278936303643,71.67820346520057,none
69,5054.3588869999985,4745.6411130000015,73.33951136144242,73.5628061985417,none
70,7966.153809,5364.102539,242.33009755584317,136.03063493506397,none
71,7909.230956999999,5292.307617,170.19418516131918,132.18391090805017,none
72,5046.666504,4763.0771479999985,75.5213355998576,60.759493620251305,none
73,4898.461426,4589.230957,42.90383917500094,16.15794269806156,none
74,5204.102539,4861.538574,68.23986169311411,67.47984099999758,none
75,5396.9228520000015,4773.333496,32.718200050141604,26.42604665266026,none
76,7851.282227,5977.94873,139.50015858363713,114.89102478750192,none
77,7894.358887,5064.615234000001,74.5720817013007,37.823009675319554,none
78,5989.743652,5118.974121,76.64207326975338,57.8831513532059,none
79,4953.333496,4674.871582,73.25855792604307,65.69350752942955,none
80,4908.7177729999985,4677.436035,56.76799991672851,53.531633287891964,none
81,7893.333495999998,6681.538574,163.3086457939653,76.77640688326392,none
82,6931.282227,4871.2822270000015,58.04611905429465,36.61171050882331,none
83,7854.358887,6605.128418,133.73089503840993,98.25643224000032,none
84,7874.358887,6996.410156,238.58313074570697,104.1752821503078,none
85,7853.846191,5397.94873,110.22868395946261,71.79768196917894,none
86,5040.0,4747.692383,35.66991730866994,25.045444039264112,none
87,7534.358887,4939.487305,66.99330661049135,37.07628413966904,none
88,5025.6411130000015,4739.487305,89.05068767113244,68.5826839797246,none
89,5565.6411130000015,4835.897461,119.9949606975224,95.07346149070327,none
90,7871.794922,7155.384765999999,111.81732352240806,89.11946793740935,none
91,4929.743652,4722.05127,63.37099224490521,61.32673974820682,none
92,4980.512695,4771.794922,77.4258965864201,71.7385520506923,none
93,5055.897461,4703.0771479999985,35.91569214284027,24.15289396921162,none
94,7870.769043000001,7171.282227,134.9390288053669,97.08947598750547,none
95,7862.05127,6016.410156,210.4274931823379,118.18395726198332,none
96,5048.205078,4786.153809,88.10534115153587,71.28207561842282,none
97,7982.563965,5521.025879,170.44504600000073,127.27622695636,none
98,7935.897461,5766.666504,84.88709261316308,40.61018470885847,none
99,7845.641113,5035.897461,91.07454741863512,30.88747647452874,none
100,4880.512695,4711.2822270000015,59.619805025530695,52.66795650528911,none
101,7883.589844,5094.3588869999985,84.29128222222062,44.01846745477451,none
102,7938.461426000002,5335.384765999999,39.10410387951788,48.17369617459008,none
