,AF3_max,AF4_max,AF_adj_max_diff,AF_adj_max_ratio,label
0,7867.692383,6775.384765999999,1391.5383300000012,1.5426999022638836,none
1,7903.589844,6857.94873,1349.7437755,1.5045529366117592,none
2,5900.0,4894.3588869999985,974.3588860000036,2.5447151681430076,none
3,4923.0771479999985,4674.3588869999985,195.89794799999981,1.440093588375819,none
4,8023.589844,5321.538574,3012.0511480000005,3.6770732132894515,none
5,8023.077148,5315.384765999999,3060.5130610000006,3.666666701228775,none
6,8067.179687999998,5215.384765999999,3256.922973999999,4.337361032457106,none
7,7877.94873,5661.538574,2500.512573,2.657093868966486,none
8,7972.820312999998,5343.0771479999985,2901.794556499999,3.5580915941682028,none
9,5043.0771479999985,4782.05127,224.87206949999927,1.4176196448657017,none
10,7957.436035,5285.128418,2985.384520999999,3.7356667662470757,none
11,5003.589844,4757.94873,208.9746100000002,1.4175210980412796,none
12,4900.0,4680.0,216.66674799999964,1.5351489881145728,none
13,7903.077148,5641.025879,2374.1025384999994,2.712409341285895,none
14,7858.974120999998,6750.256348000001,1349.743529999997,1.5333873773485662,none
15,6317.94873,4929.743652,1383.5898435,3.059541981071675,none
16,7887.179687999998,6187.692383,1929.230712999999,1.9718417687777012,none
17,5284.615234000001,4839.487305,443.84594650000145,1.7337851211689748,none
18,7856.922852,5475.384765999999,2624.102173000001,3.011794229544903,none
19,8043.589844,5101.538574,3183.3332525000005,5.494929865127449,none
20,5050.769043,4712.307617,300.2563479999999,1.6458909512841442,none
21,4941.025879,4758.974121,112.56445350000013,1.2267569511611687,none
22,5067.692383,4704.615234000001,297.43603599999824,1.6223178707891903,none
23,7965.641113,5674.871582,2686.6669919999995,2.76071295108732,none
24,5036.410156,4748.205078,228.46166899999935,1.4477390039251397,none
25,5012.820313,4750.256348,206.6665040000007,1.425553969880732,none
26,7909.230956999999,5014.3588869999985,3133.3336175000013,4.963672734589258,none
27,5790.256348,4605.128418,1190.7690430000002,4.588870606645391,none
28,7869.743651999999,5886.666504,2224.102539000001,2.3320023923049495,none
29,7883.077148,5119.487305,2872.308103999999,4.204234224222422,none
30,7862.05127,6178.461426,2340.5129400000005,2.185454658426546,none
31,7980.0,4993.333496,3119.7435309999996,4.969657223494742,none
32,7845.641113,6341.025879,1606.1538090000013,1.7682117924455258,none
33,7907.692383,6168.205078,2141.025879,2.0702385865139434,none
34,7637.94873,4801.538574,2868.7177735000005,6.0693243453775825,none
35,7857.94873,5208.7177729999985,2719.4877930000002,3.8282684122699155,none
36,5139.487305,4799.487305,302.3076169999995,1.548371781628287,none
37,5363.0771479999985,5000.512695,312.56445249999797,1.4048493472492085,none
38,7986.666504000002,4676.9228520000015,3491.7947995000004,9.349479666828081,none
39,5129.743652,4777.436035,338.46142600000167,1.657042815930461,none
40,4944.615234000001,4649.230957,252.56396450000102,1.628990540022192,none
41,7830.769043000001,5804.615234000001,2059.230713,2.480914716136409,none
42,7941.025879000002,5600.512695,2843.5899665000015,3.0196686895694005,none
43,4946.153809,4722.563965,165.89746099999957,1.3819363801804738,none
44,5013.846191,4732.820313,232.30761600000005,1.4718749162236204,none
45,7872.820312999998,7058.461426000002,1070.2562259999972,1.3656271324180598,none
46,7908.717773,7472.307617,974.8718259999987,1.2877687187288323,none
47,7927.692383,5364.615234000001,2859.743774999999,3.4642072312703123,none
48,7883.077148,5963.589844,2108.4616690000003,2.1282931125459936,none
49,7975.384765999999,5270.769043,2994.8719484999974,3.835639964934136,none
50,7876.410156,5161.025879,2939.7432854999997,4.1838369306901875,none
51,5010.256348,4735.897461,227.17919999999867,1.475831699632808,none
52,5029.743652,4727.179688,232.56396399999994,1.519770303570016,none
53,7877.436035,6248.7177729999985,2022.3078615000013,1.9826813622805866,none
54,5510.769043,4791.794922,714.8715819999998,2.3856854046428406,none
55,5043.589844,4766.153809,222.82080049999968,1.4332010316757675,none
56,5132.820313,4799.487305,286.92236350000076,1.550958430063225,none
57,5004.615234000001,4768.205078,172.56420900000194,1.3572190985174113,none
58,5015.897461,4752.820313,221.53857349999907,1.4392478827886201,none
59,5074.3588869999985,4778.461426,258.9743654999984,1.50932942452944,none
60,6171.2822270000015,4868.7177729999985,1328.4616710000028,3.2985804830819627,none
61,7852.307617,6192.820313,1918.974365,2.012994094291701,none
62,7782.563965,5238.461426,2506.410156000001,3.619941375098047,none
63,5125.6411130000015,4746.153809,323.07714750000105,1.6559090191911343,none
