,variance_AF3,variance_AF4,label
12,10266.311496181674,3937.9722499696645,none
13,2125.545414210468,122083.31866412303,none
14,2324.8003653067512,106474.87108493286,none
15,9947.824264088893,8823.471534160528,none
16,8766.085585771802,2620.300672618155,none
17,3139.163267392236,4810.37742410751,none
18,2914.6961072671834,3466.691397624649,none
19,9296.060117076031,5054.8645950894115,none
20,3092.1743945449284,4178.330319682616,none
21,2422.549009959058,4064.48926775365,none
22,10032.962129607471,215574.202399637,none
23,4756.46170108592,152956.3883263645,none
24,14523.387086863804,259736.8573914407,none
25,3051.416329309647,4178.742718306069,none
26,1976.3047898737977,336466.13664745557,none
27,4630.191971218642,59135.22268226863,none
28,9904.121863411705,11951.472721923259,none
29,5134.176654282162,209861.58799124768,none
30,5032.667716834701,46312.43811602268,none
31,1867.1672058490983,3814.8688901509868,none
32,6027.71369547229,63642.21126148709,none
33,7539.912187970254,11609.712410987946,none
34,1394.2936666636726,143828.9208800839,none
35,5939.762021047795,513313.9550377129,none
36,6680.305567382669,43360.287466917354,none
37,2710.5233121364913,4797.479933519526,none
38,9705.934069779572,7952.367604109545,none
39,4888.275121344239,4111.714821958306,none
40,3300.775690697735,5873.900616774723,none
41,5619.658866438535,122296.96382826028,none
42,4938.066705484137,4247.304913607889,none
43,12151.91570018566,60657.1516098786,none
44,25105.432473856734,11963.799559729285,none
45,8530.932800707045,2685.4958572837268,none
46,4099.8943060799365,473657.9541404427,none
47,8456.535782023653,38202.19121522535,none
48,25928.183857111646,15371.811399429822,none
49,6989.32765474414,2521.879725705338,none
50,2906.8285041069757,3080.4645439987085,none
51,1264.6309280029172,118746.00121322648,none
52,47411.658779326826,26990.05803179806,none
53,4207.427763217743,4225.290021942463,none
54,2569.598234225671,102521.52476481072,none
55,5114.054810531336,141566.23931967892,none
56,6795.445534561012,10682.4010666558,none
57,6070.202313902573,6298.7767045581395,none
58,16611.27138867674,146338.4676802521,none
59,20015.82165867271,237856.80926654802,none
60,5952.925533313803,3326.9890481457587,none
61,3032.9450069271124,3703.2078506328894,none
62,6845.806035819952,1824.709318368106,none
63,2533.1094947896,462557.0464865674,none
64,3132.698271906847,478847.66933462647,none
65,5857.189936406957,318069.8430648173,none
66,3181.37225794027,5403.370187446448,none
67,5192.867339638976,139251.03113078224,none
68,6205.058207977639,7654.61704040689,none
69,4418.448431049134,112403.2224511543,none
70,4496.102145482307,107800.39528533106,none
71,5269.922490634442,4334.021596185272,none
72,8475.279255162746,7703.619136848844,none
73,10386.088895371016,374554.1158773689,none
74,5633.05463843863,3865.682786043346,none
75,6166.883887409732,53771.12873134919,none
76,5453.671620768703,6148.135569133663,none
77,3460.61713117126,1230.4012519073626,none
78,1812.2978503862585,209733.6182316274,none
79,4959.5292462105945,9568.993015915174,none
80,6238.548833186357,136864.6383393526,none
81,11033.605276099592,60390.09602130777,none
82,2844.12971988932,5075.337892205578,none
83,6019.3731982582785,241358.6075121617,none
84,20930.00377811799,408828.2381737049,none
85,9472.997804499248,288834.1435547725,none
86,7152.71562957558,7278.537636561251,none
87,58420.15468467122,11320.37799599346,none
88,10765.572040395697,434521.88674661465,none
89,3788.6057439248093,241910.61133503914,none
90,6872.387330283447,287598.4428279754,none
91,4936.799966836835,106010.65723257356,none
92,8122.852225376795,56920.54816525977,none
93,4170.333412239829,4085.734091738567,none
94,2850.0320792800876,3539.0213953440257,none
95,3046.688508126944,42917.147753072626,none
96,4840.8228219403145,4902.576173114313,none
97,4821.6905754608515,56566.410224138715,none
98,3809.2793263159065,405187.3497168683,none
99,28284.242007033885,17196.734636475438,none
100,7092.065457243186,6641.619025268325,none
101,12570.550801635633,91693.22416563917,none
102,2982.1156086042497,3508.8740489214965,none
103,6865.6319471406205,4610.536880566162,none
104,20858.660214381413,15118.229886263529,none
105,3664.2422207713594,94474.20980656677,none
106,3964.5972980892398,75188.88398639653,none
107,7831.629385868754,375808.3058403393,none
108,5271.270476835771,396824.7608893179,none
109,3318.5303590381045,5920.76209289496,none
110,6144.167128707693,55223.73744049945,none
111,11162.146997784272,42098.999516898264,none
112,6173.213275749565,4267.901437453703,none
113,30299.355968677526,17518.307952926647,none
114,4110.914926542797,5639.1688287276875,none
115,6061.002156629328,9304.771065673978,none
116,2118.4559270961977,98721.66136849327,none
117,3062.3247374275165,138628.65429221102,none
118,6181.2567923389615,129069.89537236233,none
119,13400.91348171862,11137.52097924593,none
120,3967.325204875658,8129.361577084047,none
121,3452.798135536188,5045.402986044781,none
122,2213.6611665323912,355366.0113887833,none
123,4555.173330024412,215528.6691717504,none
124,25621.067083212813,8444.600521370712,none
125,11070.849267036969,15714.304660893436,none
126,13701.921935578774,291734.87919820665,none
127,4797.1141363324905,2992.9954367181444,none
128,4154.486608392831,5820.998803857982,none
0,352.86296745676157,323.84536895138683,none
1,752.9969144296322,3750.8148301004107,none
2,456.6976045788243,371.04375258211854,none
3,590.1919930432407,513.0252937142967,none
4,1508.04811819075,868.9838746963036,none
5,681.1130152093587,735.0412323275328,none
6,376.98043536543224,496.74368290666655,none
7,454.56427007444614,480.293246072179,none
8,3767.1098137466856,1766.0597831735888,none
9,365.0670182335558,505.74364227215864,none
10,477.5111322979992,537.2517518138443,none
11,465.20274162761723,403.9755965935047,none
12,805.3224424061045,742.8263898534477,none
13,240.07057522828413,435.16441770851384,none
14,362.1307921317303,327.2339320245029,none
15,323.0919162207908,560.3090705606145,none
16,386.5387811841487,360.6788978414601,none
17,2157.417431365353,565.1889222107488,none
18,783.7315534780151,504.65651185105327,none
19,2447.315995391081,686.500938935676,none
20,372.30684564609277,335.4610885588649,none
21,31252.555039678926,32434.077606220413,none
22,494.2453110441461,570.446096292595,none
23,477.4615627033887,343.4263986011785,none
24,379.0304026026435,331.3523308174686,none
25,408.26410106789797,349.22811335610913,none
26,282.3428871458072,293.76379262130285,none
27,766.1683831904043,1569.4486190474083,none
28,332.9551061218661,13728.387660730114,none
29,561.3731879201022,704.7704186825263,none
30,905.0256786216534,1174.7965794628205,none
31,289.3899035090035,295.8074109930062,none
32,315.9041125589217,389.9956253553217,none
33,358.74369862540146,479.99281136578423,none
34,19649.8601769965,12553.790501987427,none
35,258.12354317020976,348.6854870496229,none
36,476.15399267512527,444.6485385768231,none
37,1428.3525830474803,1943.1465348239803,none
38,15265.969383350459,35189.71246679266,none
39,411.21516469113845,454.61412572572056,none
40,9991.526282944407,6238.647652051372,none
41,2684.740501371987,2437.181562730944,none
42,391.74333144929614,381.8611300483693,none
43,568.9892705735224,1225.4749950416465,none
44,849.4429125271898,4440.645437785074,none
45,487.9605454173897,555.549435238724,none
46,428.1785906119653,960.0691417182603,none
47,472.5877602119461,399.4853914064601,none
48,453.68227605054784,416.94790723797064,none
49,311.86640974696064,520.3875050659219,none
50,428.01863609041135,452.4396595776429,none
51,419.9789204100705,393.62785241810593,none
52,446.0280380134257,380.92150784090614,none
53,399.30457227063624,359.1322025446244,none
54,384.47069860215106,432.3195059562089,none
55,5097.005363937685,18393.9189748948,none
56,713.61758737665,1654.6249199556441,none
57,350.8149972603158,460.7924496772164,none
58,1283.1900647525554,1115.1629213358872,none
59,333.39239304177795,370.7068083456705,none
60,417.00399135818276,541.0823397487254,none
61,319.94360979753657,394.5544630001739,none
62,1283.2743206819778,1167.2418161673397,none
63,979.7567209195628,482.67915058597634,none
64,331.8012284335189,326.6878942018085,none
65,741.4285820536468,1452.4767470351037,none
66,450.44034796427246,668.1883533611732,none
67,381.70485536053695,357.157060484213,none
68,686.960919589129,711.0833773020364,none
69,425.94903926389196,284.9353427153813,none
70,1146.9077323865338,749.2284807765463,none
71,553.8781972743476,616.2406618910317,none
72,376.3856674158856,389.2149296692003,none
73,936.0641724795122,596.0207027500236,none
74,403.56675714653795,438.58037823235827,none
75,416.1872939961514,384.85549119506084,none
76,1442.5178058818524,1349.3163117552165,none
77,436.5263359228187,414.9332155220543,none
78,357.96225983544065,560.1760433863162,none
79,845.3155958248263,452.30317900251936,none
80,398.2452318262865,313.2941777924165,none
81,389.31671397393603,504.92873115186535,none
82,345.7131129604793,376.93512926380384,none
83,287.1179437984997,406.13921040794054,none
84,297.1070785140512,265.7555843588007,none
85,396.49727610637603,313.88337561690327,none
86,346.03065087131694,341.9999607913983,none
87,1264.1187918616192,4789.228927430768,none
88,453.05197718326525,1487.8371790883189,none
89,349.945032031566,538.065682015794,none
90,308.4353659125853,316.2595604368213,none
91,2628.508171592105,7078.234667377632,none
92,512.3875422224233,632.0375052546333,none
93,443.93947516903825,399.61616885734884,none
94,358.5767976838552,388.63441595557805,none
95,301.3444885971835,217.7592664194534,none
96,916.7485916704376,1342.1380528987522,none
97,514.7733622678087,498.8014501652486,none
98,384.8369937460243,478.80730798456125,none
99,1000.1354457465768,515.9139588675177,none
100,920.5728927984002,1279.8188061878477,none
101,1562.7365168894073,1520.3378636526365,none
102,366.2757405342242,377.6069839043374,none
103,446.9590440191652,327.5199710770249,none
104,342.6401100522178,330.16234839332617,none
105,489.9974218791252,580.9321341140183,none
106,838.6998482783247,682.8223429735029,none
107,1328.6194170758536,455.2931000382243,none
108,476.6637254714526,281.9782612475715,none
109,1246.788803435356,1478.266426088534,none
110,594.8836547080408,628.5454111498774,none
111,324.572093290121,349.9327736958449,none
112,872.4262537782791,1279.286490806446,none
113,575.9892259979187,516.3963078155369,none
114,284.5658267773088,269.0325192591325,none
115,272.78569934170156,921.1347800473351,none
116,292.50231359870116,393.32893140567813,none
117,370.68137923248474,415.1712037270418,none
118,283.1939665587473,431.6676488053391,none
119,8590.622689981219,10528.738026835814,none
120,298.2671726636434,290.70749378318055,none
121,306.9335072565583,360.75244084664473,none
122,358.76848755653003,362.47892445693327,none
123,557.6178116893041,430.7675571405323,none
124,491.6736015660766,364.7366620570353,none
125,424.3994220120172,416.4433732084251,none
126,910.9445665917195,4240.195161708313,none
127,455.48408080866636,358.72478072172413,none
128,579.4353894254498,11742.538148198071,none
129,441.87566939697103,431.2275917868075,none
130,314.90839771489334,441.8808255632457,none
131,2435.6545518855723,8233.07586442773,none
132,406.2713861966115,319.83746805375205,none
133,334.5742804000081,388.91799162936127,none
134,359.77761130040926,369.3677348029452,none
135,2658.1242704355363,2512.561110631521,none
136,476.0669431188817,509.9215154024263,none
137,401.9656082325303,354.6196720670813,none
138,525.9794145919841,552.1196424226881,none
139,782.7809305955279,3837.499871145869,none
140,297.82285623999724,358.9464125775993,none
141,334.8672742787508,439.8312161626836,none
142,347.78188781547243,373.6288597190867,none
143,725.3561585541087,1225.7091400918353,none
144,516.3998760512816,544.585499729828,none
145,591.9723778168479,562.5682236423236,none
146,302.334438526358,242.5023068321029,none
147,573.3413271307539,471.1364692813081,none
148,394.900093350818,449.9346542723392,none
149,331.1036240452556,319.01784761563385,none
150,2248.367407628019,6063.902178677344,none
151,617.4851993623525,540.4288196372195,none
152,262.79270801020573,351.7676546187273,none
153,121743.30759912549,107791.81395394575,none
154,3432.4153470657475,1728.4099025042544,none
155,3926.7420733527847,2245.548160864746,none
156,352.4709190355777,484.0823307989692,none
157,882.2420428342901,615.4783141972001,none
158,568.3889856061297,697.7062459104999,none
159,327.7706292858146,383.71969848246016,none
160,2047.2081779105981,748.7396199247663,none
161,2748.9678959481416,3131.3706200204088,none
162,866.3640696603635,1133.5971364899863,none
163,391.67652952522684,324.6406832851297,none
164,419.3634907241154,409.03073855396616,none
165,1353.9701996117624,740.5115642293864,none
166,12582.685255026561,344.13882889095714,none
167,417.9891898280243,491.4767795462777,none
168,1457.860573441778,1633.2797718023128,none
169,329.56628203725694,396.1346347590848,none
170,363.34033478095614,343.5451830529593,none
171,16520.054050065053,52584.1117400683,none
172,379.95838881795436,925.4671175956847,none
173,406.31263772674765,519.8302694548307,none
0,34674.47034187246,9603.351749527244,none
