,AF3_max,AF4_max,AF3_kurtosis,AF4_kurtosis,label
0,7867.692383,6775.384765999999,7.636713085338995,11.096605306382504,event
1,7903.589844,6857.94873,4.699941244662652,9.787262436190144,event
2,5900.0,4894.3588869999985,8.733608381350454,7.167370450841958,event
3,4923.0771479999985,4674.3588869999985,4.781765563549109,3.6358590187348225,event
4,8023.589844,5321.538574,6.086605887956891,11.459747680953587,event
5,8023.077148,5315.384765999999,4.648219910548255,8.501725919163814,event
6,8067.179687999998,5215.384765999999,4.604707795561,3.8557421593329915,event
7,7877.94873,5661.538574,11.660342674237606,5.0397515223495635,event
8,7972.820312999998,5343.0771479999985,6.224887260596137,10.311737945743337,event
9,5043.0771479999985,4782.05127,1.106064066839049,1.503195274448788,event
10,7957.436035,5285.128418,5.556175741594071,9.40912468895315,event
11,5003.589844,4757.94873,5.965262115831049,5.204417623782158,event
12,4900.0,4680.0,4.930791402344534,6.247160349859497,event
13,7903.077148,5641.025879,10.042279734684952,14.78963453250596,event
14,7858.974120999998,6750.256348000001,7.059096593042616,11.04911234111058,event
15,6317.94873,4929.743652,15.604881640906473,9.79721261536993,event
16,7887.179687999998,6187.692383,7.395595852205279,13.75404104616032,event
17,5284.615234000001,4839.487305,1.5523947442478159,1.8422246028438982,event
18,7856.922852,5475.384765999999,9.975302890183844,3.626132810820689,event
19,8043.589844,5101.538574,12.707584748897409,3.056456196890095,event
20,5050.769043,4712.307617,1.1512255010255048,1.4703577170063777,event
21,4941.025879,4758.974121,0.024084032370553565,0.4885131226282047,event
22,5067.692383,4704.615234000001,8.686167376297655,6.293387415109374,event
23,7965.641113,5674.871582,3.6668379802604445,7.2433352739897785,event
24,5036.410156,4748.205078,4.07784016283812,4.628344948351612,event
25,5012.820313,4750.256348,1.4358922334569262,1.9306713988497255,event
26,7909.230956999999,5014.3588869999985,7.485759377477834,9.253669276983645,event
27,5790.256348,4605.128418,17.506834782092472,2.3166699824769506,event
28,7869.743651999999,5886.666504,5.641397480056385,11.033663604867554,event
29,7883.077148,5119.487305,9.850838104474931,9.954658872937301,event
30,7862.05127,6178.461426,5.537559340094985,2.5846016009473742,event
31,7980.0,4993.333496,8.82319688034539,8.956583476199764,event
32,7845.641113,6341.025879,11.973992793468849,8.690753160057422,event
33,7907.692383,6168.205078,5.079921671864273,10.183508993772099,event
34,7637.94873,4801.538574,19.495709968981277,9.854623173102437,event
35,7857.94873,5208.7177729999985,14.176716926049336,0.40000128067826957,event
36,5139.487305,4799.487305,0.9615864707224899,1.3993046342093391,event
37,5363.0771479999985,5000.512695,9.773071847335922,9.320888962073871,event
38,7986.666504000002,4676.9228520000015,11.842747050510448,1.115602171933146,event
39,5129.743652,4777.436035,6.146969473296348,4.29926588406662,event
40,4944.615234000001,4649.230957,4.507777648182706,3.7394978433125035,event
41,7830.769043000001,5804.615234000001,12.69589389747995,5.44007248531018,event
42,7941.025879000002,5600.512695,2.322241826014272,7.974113464993865,event
43,4946.153809,4722.563965,0.5010972037144068,0.8891260376607906,event
44,5013.846191,4732.820313,8.41890727495598,7.7971918649773215,event
45,7872.820312999998,7058.461426000002,6.039000838836813,11.970263244148445,event
46,7908.717773,7472.307617,4.958923462684421,12.477029345914119,event
47,7927.692383,5364.615234000001,4.282108212632452,7.548485951874595,event
48,7883.077148,5963.589844,5.826545000373381,10.034499120239882,event
49,7975.384765999999,5270.769043,6.130381223202834,10.51398674735624,event
50,7876.410156,5161.025879,6.344628406710717,11.171876939639112,event
51,5010.256348,4735.897461,3.6553204176705734,3.1003702580579136,event
52,5029.743652,4727.179688,-0.7301015737015981,-0.6625591469836012,event
53,7877.436035,6248.7177729999985,4.441791371641124,7.193623347731357,event
54,5510.769043,4791.794922,12.058944906575023,11.864013698018178,event
55,5043.589844,4766.153809,3.7319521592920575,3.2826376466006195,event
56,5132.820313,4799.487305,3.122964259854564,3.356938987440212,event
57,5004.615234000001,4768.205078,0.8964567774459984,1.7505940173260681,event
58,5015.897461,4752.820313,4.981093190558608,5.088772557203482,event
59,5074.3588869999985,4778.461426,1.3118080545401938,1.7127135065156827,event
60,6171.2822270000015,4868.7177729999985,9.86020365166205,6.697291857202803,event
61,7852.307617,6192.820313,5.76022668952667,9.854795083533041,event
62,7782.563965,5238.461426,0.055954585461976514,1.4543312635705306,event
63,5125.6411130000015,4746.153809,7.796843021349151,8.026550795943448,event
64,6803.589844,5121.025879,14.968342218205562,1.8977671934956106,event
65,5100.0,4796.410156,-0.07304091379793132,0.2016849466235886,event
66,5083.589844,4616.9228520000015,7.2824517628832535,6.821833111984173,event
67,4866.153809,4626.153809,3.526157186573233,3.3068009291182223,event
68,5221.025879,4801.538574,7.567801193520998,6.435083776908735,event
69,5054.3588869999985,4745.6411130000015,-0.4026321771599122,-0.31334883645607814,event
70,7966.153809,5364.102539,6.184012216563982,10.616863273903142,event
71,7909.230956999999,5292.307617,4.818370136947163,9.345516145217102,event
72,5046.666504,4763.0771479999985,10.909090002782028,10.474280207385522,event
73,4898.461426,4589.230957,-0.6525584328751792,-0.4848374015713173,event
74,5204.102539,4861.538574,6.140630927980649,6.0933399923448,event
75,5396.9228520000015,4773.333496,9.094975960043463,8.065361080291321,event
76,7851.282227,5977.94873,6.101769221517063,4.945469394666518,event
77,7894.358887,5064.615234000001,9.55240656681581,6.731967428374466,event
78,5989.743652,5118.974121,13.327089942547047,8.672861531396107,event
79,4953.333496,4674.871582,6.717616482803191,3.638596454258204,event
80,4908.7177729999985,4677.436035,3.0552515651492707,2.3904348645765925,event
81,7893.333495999998,6681.538574,4.517217533641335,8.329436129864586,event
82,6931.282227,4871.2822270000015,22.243034678934595,11.91594237962237,event
83,7854.358887,6605.128418,6.592493750336335,10.632596414401323,event
84,7874.358887,6996.410156,5.181501991786151,13.087892233916467,event
85,7853.846191,5397.94873,11.238678588925954,7.86983563673156,event
86,5040.0,4747.692383,7.158355133352149,7.95388288956239,event
87,7534.358887,4939.487305,18.882540531725372,12.751492830900801,event
88,5025.6411130000015,4739.487305,2.3458884269658453,2.736126775834137,event
89,5565.6411130000015,4835.897461,5.808269014629399,4.7983218191113135,event
90,7871.794922,7155.384765999999,8.403952132065701,14.013955764010538,event
91,4929.743652,4722.05127,5.61455691451345,7.110403067783812,event
92,4980.512695,4771.794922,0.8330583453233404,1.3745600184114446,event
93,5055.897461,4703.0771479999985,6.94063524965002,6.393344650906862,event
94,7870.769043000001,7171.282227,7.132086695763704,15.14473552119987,event
95,7862.05127,6016.410156,3.569954149816623,5.7157384803952915,event
96,5048.205078,4786.153809,1.5793478825254477,1.978017132486614,event
97,7982.563965,5521.025879,4.777505394557306,10.572258790723353,event
98,7935.897461,5766.666504,9.337883838864277,13.666462057986344,event
99,7845.641113,5035.897461,13.570634537953307,10.192654238249737,event
100,4880.512695,4711.2822270000015,1.7999586493631137,3.847784109978817,event
101,7883.589844,5094.3588869999985,9.337854623485738,12.792721585103227,event
102,7938.461426000002,5335.384765999999,4.210940212176919,12.80864974311271,event
103,7864.102539,5620.0,5.712360036626064,7.257402907965199,event
104,7894.358887,7277.436035,7.503591724799044,15.572767432023241,event
105,4995.384765999999,4662.563965,6.165038189121955,5.938394668000557,event
106,6989.743651999999,5262.563965,12.769490253482106,6.998635975370803,event
107,7854.871581999999,6615.897461,6.931907106407607,9.948731437831402,event
108,7852.820312999998,6281.538574,5.545895737989859,7.915446852083731,event
109,5100.512695,4794.3588869999985,1.9266002213253515,2.3021419530792055,event
110,7862.563965,5882.563965,4.341261679364932,5.43147557727014,event
111,5168.7177729999985,4802.05127,1.778938388470248,2.4597712095192596,event
