,AF3_max,AF4_max,AF_adj_max_diff,AF_adj_max_ratio,label
0,4660.512695,4589.230957,-17.4360349999979,0.9539291917645627,none
1,4802.563965,4680.512695,54.87207099999887,1.1361330894227386,none
2,7867.692383,6775.384765999999,1391.5383300000012,1.5426999022638836,none
3,7903.589844,6857.94873,1349.7437755,1.5045529366117592,none
4,5900.0,4894.3588869999985,974.3588860000036,2.5447151681430076,none
5,4923.0771479999985,4674.3588869999985,195.89794799999981,1.440093588375819,none
6,8023.589844,5321.538574,3012.0511480000005,3.6770732132894515,none
7,8023.077148,5315.384765999999,3060.5130610000006,3.666666701228775,none
8,4962.05127,4768.205078,196.41015699999934,1.430578794564639,none
9,8067.179687999998,5215.384765999999,3256.922973999999,4.337361032457106,none
10,7877.94873,5661.538574,2500.512573,2.657093868966486,none
11,7972.820312999998,5343.0771479999985,2901.794556499999,3.5580915941682028,none
12,5043.0771479999985,4782.05127,224.87206949999927,1.4176196448657017,none
13,4966.153809,4920.0,-67.17944249999982,0.9125792912034726,none
14,7957.436035,5285.128418,2985.384520999999,3.7356667662470757,none
15,5003.589844,4757.94873,208.9746100000002,1.4175210980412796,none
16,4900.0,4680.0,216.66674799999964,1.5351489881145728,none
17,7903.077148,5641.025879,2374.1025384999994,2.712409341285895,none
18,7858.974120999998,6750.256348000001,1349.743529999997,1.5333873773485662,none
19,6317.94873,4929.743652,1383.5898435,3.059541981071675,none
20,7887.179687999998,6187.692383,1929.230712999999,1.9718417687777012,none
21,5284.615234000001,4839.487305,443.84594650000145,1.7337851211689748,none
22,4845.6411130000015,4662.05127,124.61547800000153,1.312339560572599,none
23,7856.922852,5475.384765999999,2624.102173000001,3.011794229544903,none
24,8043.589844,5101.538574,3183.3332525000005,5.494929865127449,none
25,4888.7177729999985,4723.589844,90.7685539999984,1.1953626395032664,none
26,5050.769043,4712.307617,300.2563479999999,1.6458909512841442,none
27,4941.025879,4758.974121,112.56445350000013,1.2267569511611687,none
28,4813.333496,4700.512695,56.1542974999993,1.1359415890696174,none
29,5067.692383,4704.615234000001,297.43603599999824,1.6223178707891903,none
30,7965.641113,5674.871582,2686.6669919999995,2.76071295108732,none
31,5036.410156,4748.205078,228.46166899999935,1.4477390039251397,none
32,4700.512695,4464.615234000001,165.3845214999983,1.8354917028262696,none
33,5012.820313,4750.256348,206.6665040000007,1.425553969880732,none
34,4972.307617,4677.94873,216.92285200000333,1.4705220733834903,none
35,7909.230956999999,5014.3588869999985,3133.3336175000013,4.963672734589258,none
36,5790.256348,4605.128418,1190.7690430000002,4.588870606645391,none
37,7869.743651999999,5886.666504,2224.102539000001,2.3320023923049495,none
38,7883.077148,5119.487305,2872.308103999999,4.204234224222422,none
39,7862.05127,6178.461426,2340.5129400000005,2.185454658426546,none
40,7980.0,4993.333496,3119.7435309999996,4.969657223494742,none
41,5101.538574,4701.025879,346.41015550000066,1.8202782541667346,none
42,7845.641113,6341.025879,1606.1538090000013,1.7682117924455258,none
43,4864.102539,4669.230957,164.6149904999993,1.3789836081274662,none
44,7907.692383,6168.205078,2141.025879,2.0702385865139434,none
45,7637.94873,4801.538574,2868.7177735000005,6.0693243453775825,none
46,7857.94873,5208.7177729999985,2719.4877930000002,3.8282684122699155,none
47,5139.487305,4799.487305,302.3076169999995,1.548371781628287,none
48,5363.0771479999985,5000.512695,312.56445249999797,1.4048493472492085,none
49,4736.410156,4563.0771479999985,156.15332050000052,1.5413308072644427,none
50,7986.666504000002,4676.9228520000015,3491.7947995000004,9.349479666828081,none
51,5129.743652,4777.436035,338.46142600000167,1.657042815930461,none
52,4944.615234000001,4649.230957,252.56396450000102,1.628990540022192,none
53,7830.769043000001,5804.615234000001,2059.230713,2.480914716136409,none
54,7941.025879000002,5600.512695,2843.5899665000015,3.0196686895694005,none
55,4827.179688,4652.820313,113.84643550000055,1.3055755414971841,none
56,4977.94873,4633.846191,232.56396500000028,1.5595307050387974,none
