,AF3_max,AF4_max,label
0,7867.692383,6775.384765999999,event
1,7903.589844,6857.94873,event
2,5900.0,4894.3588869999985,event
3,4923.0771479999985,4674.3588869999985,event
4,8023.589844,5321.538574,event
5,8023.077148,5315.384765999999,event
6,8067.179687999998,5215.384765999999,event
7,7877.94873,5661.538574,event
8,7972.820312999998,5343.0771479999985,event
9,5043.0771479999985,4782.05127,event
10,7957.436035,5285.128418,event
11,5003.589844,4757.94873,event
12,4900.0,4680.0,event
13,7903.077148,5641.025879,event
14,7858.974120999998,6750.256348000001,event
15,6317.94873,4929.743652,event
16,7887.179687999998,6187.692383,event
17,5284.615234000001,4839.487305,event
18,7856.922852,5475.384765999999,event
19,8043.589844,5101.538574,event
20,5050.769043,4712.307617,event
21,4941.025879,4758.974121,event
22,5067.692383,4704.615234000001,event
23,7965.641113,5674.871582,event
24,5036.410156,4748.205078,event
25,5012.820313,4750.256348,event
26,7909.230956999999,5014.3588869999985,event
27,5790.256348,4605.128418,event
28,7869.743651999999,5886.666504,event
29,7883.077148,5119.487305,event
30,7862.05127,6178.461426,event
31,7980.0,4993.333496,event
32,7845.641113,6341.025879,event
33,7907.692383,6168.205078,event
34,7637.94873,4801.538574,event
35,7857.94873,5208.7177729999985,event
36,5139.487305,4799.487305,event
37,5363.0771479999985,5000.512695,event
38,7986.666504000002,4676.9228520000015,event
39,5129.743652,4777.436035,event
40,4944.615234000001,4649.230957,event
41,7830.769043000001,5804.615234000001,event
42,7941.025879000002,5600.512695,event
43,4946.153809,4722.563965,event
44,5013.846191,4732.820313,event
45,7872.820312999998,7058.461426000002,event
46,7908.717773,7472.307617,event
47,7927.692383,5364.615234000001,event
48,7883.077148,5963.589844,event
49,7975.384765999999,5270.769043,event
50,7876.410156,5161.025879,event
51,5010.256348,4735.897461,event
52,5029.743652,4727.179688,event
53,7877.436035,6248.7177729999985,event
54,5510.769043,4791.794922,event
55,5043.589844,4766.153809,event
56,5132.820313,4799.487305,event
57,5004.615234000001,4768.205078,event
58,5015.897461,4752.820313,event
59,5074.3588869999985,4778.461426,event
60,6171.2822270000015,4868.7177729999985,event
61,7852.307617,6192.820313,event
62,7782.563965,5238.461426,event
63,5125.6411130000015,4746.153809,event
64,6803.589844,5121.025879,event
65,5100.0,4796.410156,event
66,5083.589844,4616.9228520000015,event
67,4866.153809,4626.153809,event
68,5221.025879,4801.538574,event
69,5054.3588869999985,4745.6411130000015,event
70,7966.153809,5364.102539,event
71,7909.230956999999,5292.307617,event
72,5046.666504,4763.0771479999985,event
73,4898.461426,4589.230957,event
74,5204.102539,4861.538574,event
75,5396.9228520000015,4773.333496,event
76,7851.282227,5977.94873,event
77,7894.358887,5064.615234000001,event
78,5989.743652,5118.974121,event
79,4953.333496,4674.871582,event
80,4908.7177729999985,4677.436035,event
81,7893.333495999998,6681.538574,event
82,6931.282227,4871.2822270000015,event
83,7854.358887,6605.128418,event
84,7874.358887,6996.410156,event
85,7853.846191,5397.94873,event
86,5040.0,4747.692383,event
87,7534.358887,4939.487305,event
88,5025.6411130000015,4739.487305,event
89,5565.6411130000015,4835.897461,event
90,7871.794922,7155.384765999999,event
91,4929.743652,4722.05127,event
92,4980.512695,4771.794922,event
93,5055.897461,4703.0771479999985,event
94,7870.769043000001,7171.282227,event
95,7862.05127,6016.410156,event
96,5048.205078,4786.153809,event
97,7982.563965,5521.025879,event
98,7935.897461,5766.666504,event
99,7845.641113,5035.897461,event
100,4880.512695,4711.2822270000015,event
101,7883.589844,5094.3588869999985,event
102,7938.461426000002,5335.384765999999,event
103,7864.102539,5620.0,event
104,7894.358887,7277.436035,event
105,4995.384765999999,4662.563965,event
106,6989.743651999999,5262.563965,event
107,7854.871581999999,6615.897461,event
108,7852.820312999998,6281.538574,event
109,5100.512695,4794.3588869999985,event
110,7862.563965,5882.563965,event
111,5168.7177729999985,4802.05127,event
112,7877.436035,5914.3588869999985,event
113,7851.282227,5438.974121,event
114,7964.102539,6073.846191,event
115,4899.487305,4617.436035,event
116,5010.769043,4736.410156,event
117,8002.563965,5141.025879,event
118,7880.512695,5452.307617,event
119,5013.846191,4735.384765999999,event
120,7861.025879000002,4984.615234000001,event
121,7893.846191,5842.05127,event
122,7877.94873,5727.179688,event
123,7884.615234000001,5686.153809,event
124,7758.974120999998,6360.0,event
125,5035.897461,4702.563965,event
126,7882.05127,6350.256348,event
127,4991.794922,4777.436035,event
128,5323.0771479999985,4593.333496,event
129,7876.922852,5893.846191,event
130,7895.384765999999,4984.102539,event
131,5014.871582,4717.94873,event
132,5007.179688,4780.0,event
133,5518.974121,4970.769043,event
134,7989.230956999999,5560.512695,event
135,7814.358887,4868.7177729999985,event
136,7975.897461,5330.256348,event
137,7933.333495999998,5222.563965,event
138,7823.589844,6580.0,event
139,4961.025879,4686.153809,event
140,4952.820313,4647.179688,event
141,4925.128418,4678.974121,event
142,7977.94873,5195.384765999999,event
143,7872.820312999998,5419.487305,event
144,7346.153809,4903.589844,event
145,7871.282227,6902.05127,event
146,5163.589844,4798.461426,event
147,7848.717773,6388.205078,event
148,7878.461426000002,5590.769043,event
149,5074.871582,4794.3588869999985,event
150,7888.205078,5247.179688,event
151,5102.563965,4778.974121,event
152,7867.179687999998,6424.615234000001,event
153,7945.128418000001,5558.974121,event
154,5115.897461,4692.307617,event
155,5049.743652,4681.538574,event
156,4883.589844,4632.820313,event
157,4904.615234000001,4657.94873,event
158,5055.897461,4777.94873,event
159,7950.769043000001,5320.0,event
160,5954.3588869999985,4708.7177729999985,event
161,7994.871581999999,5047.692383,event
162,7883.589844,5107.692383,event
163,7871.282227,6521.538574,event
164,7883.589844,6943.077148,event
165,5085.6411130000015,4795.897461,event
166,4996.9228520000015,4670.256348,event
167,4958.974121,4649.743652,event
168,7885.128418000001,5622.05127,event
169,7866.666504000002,6893.846191,event
170,5071.794922,4658.461426,event
171,4935.897461,4706.666504,event
172,7903.077148,5115.897461,event
173,7872.820312999998,7205.128418000001,event
174,5142.563965,4825.6411130000015,event
175,5030.769043,4671.794922,event
176,4975.897461,4678.461426,event
177,4799.487305,4617.436035,event
178,7963.589844,5294.871582,event
179,5015.384765999999,4732.820313,event
180,4949.743652,4658.461426,event
181,7945.641113,5171.794922,event
182,5068.205078,4791.794922,event
183,7893.846191,7329.230956999999,event
184,8098.974120999998,4877.436035,event
185,7925.641113,5914.3588869999985,event
186,4929.230957,4660.0,event
187,7914.358887,5188.205078,event
188,7869.743651999999,6714.871581999999,event
189,7875.897461,6827.692383,event
190,7908.717773,5030.769043,event
191,5768.7177729999985,4803.589844,event
192,5207.692383,4833.333496,event
193,4976.9228520000015,4715.384765999999,event
194,5114.3588869999985,4789.743652,event
195,7867.179687999998,6935.897461,event
196,4940.512695,4707.179688,event
197,4927.179688,4683.589844,event
198,7991.794922,5119.487305,event
199,7849.743651999999,5872.307617,event
200,5227.179688,4813.846191,event
201,7946.153809,5466.153809,event
202,7795.897461,4938.974121,event
203,7792.820312999998,4925.6411130000015,event
204,8045.641113,5637.94873,event
205,7958.461426000002,5153.846191,event
206,7947.692383,5496.410156,event
207,4988.7177729999985,4665.128418,event
208,5018.974121,4707.179688,event
209,7920.0,5548.7177729999985,event
210,7851.794922,5634.871582,event
211,5114.871582,4800.512695,event
212,4932.307617,4715.897461,event
213,7876.922852,5065.128418,event
214,5016.9228520000015,4731.794922,event
215,4902.05127,4663.0771479999985,event
216,7821.538573999998,5189.230957,event
217,5581.025879,4517.94873,event
218,4901.025879,4614.871582,event
219,7859.487305,7080.512695,event
220,5802.05127,4794.3588869999985,event
221,7884.615234000001,5437.94873,event
222,7881.538573999998,5474.3588869999985,event
223,7861.538573999998,5950.769043,event
224,7769.230956999999,5462.05127,event
225,7862.563965,6917.94873,event
226,7907.179687999998,6358.461426,event
227,6635.384765999999,4912.307617,event
228,4968.7177729999985,4700.512695,event
229,7955.384765999999,5174.871582,event
230,5075.384765999999,4802.563965,event
231,4997.436035,4682.563965,event
232,7873.333495999998,7050.769043000001,event
233,7901.538573999998,6055.384765999999,event
234,4898.974121,4619.487305,event
235,7925.128418000001,6006.666504,event
236,7846.153809,5305.128418,event
237,7887.692383,5125.6411130000015,event
238,7905.641113,5829.230957,event
239,4821.538574,4632.820313,event
240,5023.0771479999985,4744.102539,event
241,7954.358887,5085.6411130000015,event
242,7830.769043000001,5325.128418,event
243,5115.897461,4847.179688,event
244,7949.230956999999,5170.256348,event
245,4994.871582,4725.6411130000015,event
246,7926.666504000002,5147.179688,event
247,4915.384765999999,4677.94873,event
248,5125.6411130000015,4756.410156,event
249,5139.487305,4764.615234000001,event
250,4929.743652,4681.538574,event
251,5102.05127,4806.666504,event
252,7921.538573999998,5192.820313,event
0,7739.487305,4466.666504,event
1,7823.077148,4621.025879,event
2,7783.077148,4500.512695,event
3,5938.974121,4464.102539,event
4,6902.05127,4724.102539,event
5,7881.538573999998,6549.230957,event
6,7738.974120999998,4455.384765999999,event
7,7308.205078,5406.666504,event
8,6397.436035,4516.9228520000015,event
9,7855.384765999999,6157.94873,event
10,6576.9228520000015,5558.461426,event
11,6721.538573999998,4394.3588869999985,event
12,7907.179687999998,6056.410156,event
13,7860.512695,6160.0,event
14,7889.230956999999,6109.743652,event
15,7333.333495999998,4503.0771479999985,event
16,7890.769043000001,4459.487305,event
17,6476.9228520000015,4580.512695,event
18,6417.436035,4507.179688,event
19,7874.871581999999,6332.307617,event
20,7876.410156,5938.974121,event
21,7884.102539,6204.102539,event
22,4909.743652,4577.94873,event
23,7912.820312999998,6275.384765999999,event
24,7857.94873,4543.0771479999985,event
25,6981.025879000002,4569.230957,event
26,7831.282227,4518.974121,event
27,6082.563965,4509.743652,event
28,7860.0,6170.769043,event
29,6980.512695,4694.871582,event
30,7882.563965,6076.9228520000015,event
31,7514.358887,4485.128418,event
32,7430.769043000001,4452.307617,event
33,5072.820313,4442.563965,event
34,7881.538573999998,6014.3588869999985,event
35,7835.384765999999,4518.974121,event
36,7885.641113,5743.589844,event
37,7893.846191,5731.2822270000015,event
38,6637.436035,4680.0,event
39,6730.769043000001,5506.153809,event
40,7327.692383,4475.384765999999,event
41,6231.794922,5346.153809,event
42,7878.461426000002,6116.9228520000015,event
43,7851.794922,4489.743652,event
44,6502.05127,4615.897461,event
45,7873.846191,6177.436035,event
46,5853.333496,5145.128418,event
47,7838.974120999998,4508.7177729999985,event
48,7868.717773,4530.256348,event
49,7872.307617,4472.820313,event
50,7824.615234000001,4479.487305,event
51,7809.743651999999,5800.0,event
52,7899.487305,6415.897461,event
53,6536.410156,5711.794922,event
54,7900.0,6167.692383,event
55,7458.461426000002,4492.307617,event
56,7853.333495999998,5736.9228520000015,event
57,7397.436035,4484.615234000001,event
58,7870.769043000001,6114.3588869999985,event
59,7852.820312999998,4437.436035,event
60,7902.05127,6594.3588869999985,event
61,7744.615234000001,4450.769043,event
62,7877.436035,6165.128418,event
63,7870.256348000001,6097.436035,event
64,7842.563965,4509.743652,event
65,7899.487305,5735.384765999999,event
66,7396.410156,4491.2822270000015,event
67,7810.256348000001,4510.256348,event
68,7878.974120999998,4473.846191,event
69,7884.615234000001,5873.846191,event
70,7926.666504000002,6180.0,event
71,7304.615234000001,4464.615234000001,event
72,7805.641113,4468.7177729999985,event
73,5701.538574,4548.205078,event
74,7853.333495999998,4491.2822270000015,event
75,7376.410156,5695.384765999999,event
76,6743.077148,4787.179688,event
77,7888.717773,6132.820313,event
78,7873.846191,6223.0771479999985,event
79,5215.897461,4503.0771479999985,event
80,5660.0,4443.589844,event
81,7874.358887,5529.743652,event
82,7855.897461,4563.589844,event
83,6797.94873,4743.589844,event
84,7809.743651999999,4485.128418,event
85,6580.512695,4632.307617,event
86,7745.128418000001,5536.410156,event
87,6205.128418,5585.128418,event
88,6675.384765999999,4707.179688,event
89,7854.358887,4543.589844,event
90,7869.743651999999,4475.897461,event
91,7900.512695,6258.974121,event
92,6298.461426,4500.0,event
93,7805.641113,4461.538574,event
94,5952.307617,5375.897461,event
95,6245.6411130000015,4525.6411130000015,event
96,5818.974121,4812.820313,event
97,6665.128418,4616.410156,event
98,7824.615234000001,4491.2822270000015,event
99,5816.410156,5177.436035,event
100,7842.05127,4548.7177729999985,event
101,7893.333495999998,6275.384765999999,event
102,7868.205078,6297.94873,event
103,7829.230956999999,4490.769043,event
104,7853.333495999998,4555.384765999999,event
105,7257.436035,4728.205078,event
106,7822.563965,4494.3588869999985,event
107,7526.153809,4453.333496,event
108,7879.487305,6052.820313,event
109,7394.871581999999,4438.974121,event
110,5943.589844,5267.179688,event
111,7890.256348000001,4488.7177729999985,event
112,7897.436035,5749.230957,event
113,7869.230956999999,4482.563965,event
114,7885.128418000001,4787.179688,event
115,7298.974120999998,4513.846191,event
116,7880.0,4579.487305,event
117,5452.820313,4504.615234000001,event
118,7852.307617,4476.9228520000015,event
119,7825.641113,4578.461426,event
120,7826.153809,4503.0771479999985,event
121,7825.641113,4615.897461,event
122,5933.846191,4898.974121,event
123,7860.512695,5902.05127,event
124,7853.333495999998,5526.153809,event
125,7884.102539,6314.3588869999985,event
126,7302.563965,4509.230957,event
127,7873.846191,5903.0771479999985,event
128,7854.871581999999,4465.128418,event
129,7878.974120999998,4958.974121,event
130,7811.794922,4445.128418,event
0,4675.897461,6878.461426000002,event
1,4616.410156,6418.974121,event
2,4869.230957,4874.871582,event
3,4741.025879,7208.205078,event
4,4653.333496,7054.871581999999,event
5,4596.9228520000015,4577.436035,event
6,4931.794922,6786.153809,event
7,4585.128418,4502.563965,event
8,4724.615234000001,4650.256348,event
9,4773.846191,4763.0771479999985,event
10,4720.0,4564.615234000001,event
11,4592.820313,4552.820313,event
12,4731.2822270000015,4549.230957,event
13,4570.256348,6026.153809,event
14,4546.153809,5863.589844,event
15,4823.0771479999985,4767.179688,event
16,4676.9228520000015,4455.384765999999,event
17,4608.7177729999985,4589.743652,event
18,4570.769043,4568.7177729999985,event
19,4772.820313,4562.05127,event
20,4606.666504,4548.205078,event
21,4567.692383,4503.0771479999985,event
22,4793.846191,6836.922852,event
23,4678.974121,6189.230957,event
24,4870.769043,6953.333495999998,event
25,4630.256348,4554.871582,event
26,4537.436035,7045.641113,event
27,4654.871582,5529.743652,event
28,4657.94873,4648.7177729999985,event
29,4715.897461,7086.153809,event
30,4676.410156,5303.589844,event
31,4536.410156,4578.461426,event
32,4594.871582,5660.512695,event
33,4727.179688,4634.3588869999985,event
34,4520.512695,6204.102539,event
35,4766.153809,7475.384765999999,event
36,4733.846191,5424.615234000001,event
37,4556.410156,4609.230957,event
38,4762.05127,4672.820313,event
39,4727.692383,4607.692383,event
40,4551.794922,4574.3588869999985,event
41,4734.3588869999985,6409.230957,event
42,4596.410156,4495.897461,event
43,4819.487305,5475.384765999999,event
44,4947.179688,4687.692383,event
45,4653.846191,4512.307617,event
46,4611.794922,7428.205078,event
47,4811.2822270000015,5286.153809,event
48,5139.487305,4876.9228520000015,event
49,4597.94873,4462.563965,event
50,4743.0771479999985,4536.9228520000015,event
51,4465.128418,6023.0771479999985,event
52,5194.871582,4842.563965,event
53,4538.974121,4527.179688,event
54,4568.205078,6126.666504,event
55,4680.0,6208.7177729999985,event
56,4698.461426,4671.2822270000015,event
57,4669.743652,4595.384765999999,event
58,4928.205078,6520.0,event
59,5076.410156,7068.717773,event
60,4786.666504,4627.692383,event
61,4644.102539,4560.512695,event
62,4615.384765999999,4393.846191,event
63,4589.230957,7185.128418000001,event
64,4613.333496,7014.358887,event
65,4672.820313,7208.205078,event
66,4598.974121,4616.9228520000015,event
67,4705.128418,6115.384765999999,event
68,4631.2822270000015,4623.0771479999985,event
69,4718.461426,5901.025879,event
70,4671.2822270000015,6040.0,event
71,4700.0,4600.0,event
72,4742.05127,4664.102539,event
73,4718.461426,7174.358887,event
74,4611.2822270000015,4577.94873,event
75,4794.871582,5503.589844,event
