,variance_AF3,variance_AF4,AF3_sum,AF4_sum,AF3_max,AF4_max,label
27,766.1683831904043,1569.4486190474083,1653643.8457070002,1640866.1504020002,4408.7177729999985,4446.666504,none
28,332.9551061218661,13728.387660730114,1651295.389165,1639032.815676,4402.05127,4430.256348,none
29,561.3731879201022,704.7704186825263,1662238.459486,1656114.104983,4403.0771479999985,4391.2822270000015,none
30,905.0256786216534,1174.7965794628205,1649883.590833,1646247.946306,4388.205078,4400.0,none
31,289.3899035090035,295.8074109930062,1655611.798343,1646319.485841,4351.794922,4336.410156,none
32,315.9041125589217,389.9956253553217,1653457.4389789999,1644818.971682,4359.487305,4336.9228520000015,none
33,358.74369862540146,479.99281136578423,1658847.176276,1642059.485362,4371.794922,4340.0,none
34,19649.8601769965,12553.790501987427,1733222.050308,1716020.258304,4818.461426,4705.128418,none
35,258.12354317020976,348.6854870496229,1654480.507342,1645708.717295,4358.461426,4338.974121,none
36,476.15399267512527,444.6485385768231,1647379.491213,1632473.333985,4345.128418,4326.153809,none
37,1428.3525830474803,1943.1465348239803,1667129.745619,1651419.486832,4416.9228520000015,4369.230957,none
38,15265.969383350459,35189.71246679266,1625470.7668579998,1588599.744398,4374.871582,4375.897461,none
39,411.21516469113845,454.61412572572056,1653698.457527,1641823.586922,4372.820313,4344.102539,none
40,9991.526282944407,6238.647652051372,1634396.4099270003,1633916.924811,4433.333496,4418.974121,none
41,2684.740501371987,2437.181562730944,1672315.899425,1662548.72022,4465.6411130000015,4436.410156,none
42,391.74333144929614,381.8611300483693,1659780.003429,1646582.566906,4377.436035,4358.461426,none
43,568.9892705735224,1225.4749950416465,1649012.313001,1637856.6670040002,4344.102539,4305.6411130000015,none
44,849.4429125271898,4440.645437785074,1641517.947275,1611582.824961,4346.666504,4315.897461,none
45,487.9605454173897,555.549435238724,1664443.075208,1648497.437025,4395.897461,4371.794922,none
46,428.1785906119653,960.0691417182603,1669886.6689570001,1670673.3344839998,4432.820313,4442.05127,none
47,472.5877602119461,399.4853914064601,1667091.795906,1646099.9990349999,4403.589844,4344.102539,none
48,453.68227605054784,416.94790723797064,1663129.229506,1649415.380383,4378.974121,4351.2822270000015,none
49,311.86640974696064,520.3875050659219,1664452.306171,1646318.7187649999,4375.384765999999,4344.615234000001,none
50,428.01863609041135,452.4396595776429,1658292.819835,1640394.358901,4433.846191,4361.025879,none
51,419.9789204100705,393.62785241810593,1666684.101578,1641386.156261,4398.461426,4329.743652,none
52,446.0280380134257,380.92150784090614,1656462.052262,1647688.721197,4378.974121,4350.769043,none
53,399.30457227063624,359.1322025446244,1655472.310066,1639584.611339,4396.9228520000015,4378.974121,none
54,384.47069860215106,432.3195059562089,1662845.128917,1641502.563976,4384.615234000001,4330.769043,none
55,5097.005363937685,18393.9189748948,1627772.305181,1589553.333252,4488.205078,4409.230957,none
56,713.61758737665,1654.6249199556441,1680670.253908,1664958.9765829998,4446.153809,4405.6411130000015,none
57,350.8149972603158,460.7924496772164,1665738.971696,1645422.5600700001,4387.692383,4346.153809,none
58,1283.1900647525554,1115.1629213358872,1647728.71533,1632787.176762,4358.974121,4334.3588869999985,none
59,333.39239304177795,370.7068083456705,1654564.620623,1645385.124024,4365.128418,4342.05127,none
60,417.00399135818276,541.0823397487254,1665178.975601,1650212.819828,4394.871582,4362.05127,none
61,319.94360979753657,394.5544630001739,1656036.920908,1638697.951187,4360.512695,4332.307617,none
62,1283.2743206819778,1167.2418161673397,1668492.822274,1659079.487794,4496.410156,4460.512695,none
63,979.7567209195628,482.67915058597634,1679628.715342,1652849.4863359998,4437.436035,4361.025879,none
64,331.8012284335189,326.6878942018085,1667625.6420940002,1650520.514174,4394.3588869999985,4353.846191,none
65,741.4285820536468,1452.4767470351037,1663798.975598,1642366.6684730002,4398.974121,4429.743652,none
66,450.44034796427246,668.1883533611732,1662958.9712029998,1649872.3095749998,4416.410156,4371.2822270000015,none
67,381.70485536053695,357.157060484213,1658572.816905,1647502.0566520002,4373.846191,4349.230957,none
68,686.960919589129,711.0833773020364,1661522.049815,1646478.4619210002,4381.025879,4357.436035,none
69,425.94903926389196,284.9353427153813,1661932.3105569999,1645323.0722710001,4366.666504,4314.3588869999985,none
70,1146.9077323865338,749.2284807765463,1654388.7163240002,1641714.87452,4499.487305,4409.230957,none
71,553.8781972743476,616.2406618910317,1664549.2314600002,1647381.545428,4392.820313,4364.615234000001,none
72,376.3856674158856,389.2149296692003,1652836.4072440001,1640870.7656339998,4362.563965,4330.256348,none
73,936.0641724795122,596.0207027500236,1679432.3046980002,1653654.8710989999,4455.384765999999,4391.794922,none
74,403.56675714653795,438.58037823235827,1655706.666997,1646314.872577,4372.307617,4352.820313,none
75,416.1872939961514,384.85549119506084,1657681.282722,1650723.080099,4374.3588869999985,4354.3588869999985,none
76,1442.5178058818524,1349.3163117552165,1649797.947276,1635774.3632900002,4371.2822270000015,4327.692383,none
77,436.5263359228187,414.9332155220543,1660771.026381,1647515.3837910001,4433.846191,4406.666504,none
78,357.96225983544065,560.1760433863162,1657894.867194,1649698.459984,4388.205078,4362.563965,none
79,845.3155958248263,452.30317900251936,1660971.800304,1651666.1523639997,4393.333496,4356.9228520000015,none
80,398.2452318262865,313.2941777924165,1668559.4858499998,1646643.8471730002,4404.615234000001,4344.615234000001,none
81,389.31671397393603,504.92873115186535,1658226.925303,1645501.283208,4373.333496,4348.205078,none
82,345.7131129604793,376.93512926380384,1656126.150396,1648225.125497,4363.0771479999985,4344.615234000001,none
83,287.1179437984997,406.13921040794054,1651469.2314590001,1636176.40968,4395.897461,4393.846191,none
84,297.1070785140512,265.7555843588007,1659236.926779,1645691.282728,4360.512695,4338.974121,none
85,396.49727610637603,313.88337561690327,1655293.8442560001,1645359.488295,4360.512695,4348.7177729999985,none
86,346.03065087131694,341.9999607913983,1653230.769548,1642990.7690500002,4357.94873,4334.3588869999985,none
87,1264.1187918616192,4789.228927430768,1649725.3852630001,1613509.7439100002,4385.128418,4329.743652,none
88,453.05197718326525,1487.8371790883189,1663808.207526,1641606.154311,4393.846191,4366.153809,none
89,349.945032031566,538.065682015794,1656396.667973,1640458.203629,4384.102539,4350.769043,none
90,308.4353659125853,316.2595604368213,1655215.130874,1639227.6899469998,4390.256348,4358.974121,none
91,2628.508171592105,7078.234667377632,1586568.2038679998,1575486.667246,4231.2822270000015,4242.563965,none
92,512.3875422224233,632.0375052546333,1665281.0254000002,1643672.821793,4383.589844,4341.538574,none
93,443.93947516903825,399.61616885734884,1657810.2597770002,1642590.7719760002,4385.128418,4326.666504,none
94,358.5767976838552,388.63441595557805,1659537.430667,1645289.747579,4377.436035,4345.6411130000015,none
95,301.3444885971835,217.7592664194534,1663800.510271,1648255.386729,4384.615234000001,4335.384765999999,none
96,916.7485916704376,1342.1380528987522,1656811.541516,1647356.405774,4397.94873,4387.692383,none
97,514.7733622678087,498.8014501652486,1650954.360851,1637535.3833090002,4366.666504,4333.846191,none
98,384.8369937460243,478.80730798456125,1658942.0571360001,1641729.741216,4373.846191,4340.0,none
99,1000.1354457465768,515.9139588675177,1671246.6655370002,1646500.513689,4440.0,4361.025879,none
100,920.5728927984002,1279.8188061878477,1656296.917992,1638172.821309,4386.666504,4345.128418,none
101,1562.7365168894073,1520.3378636526365,1678604.359874,1661927.1816450001,4460.0,4394.871582,none
102,366.2757405342242,377.6069839043374,1656165.388191,1646199.743169,4370.769043,4345.128418,none
103,446.9590440191652,327.5199710770249,1671014.868651,1643690.7685659998,4408.7177729999985,4342.563965,none
104,342.6401100522178,330.16234839332617,1660326.668936,1641539.490736,4384.102539,4350.769043,none
105,489.9974218791252,580.9321341140183,1661279.99855,1643142.0449340001,4385.6411130000015,4361.538574,none
106,838.6998482783247,682.8223429735029,1670871.7949259998,1654275.637209,4472.307617,4382.563965,none
107,1328.6194170758536,455.2931000382243,1659070.2553889998,1642726.669448,4403.589844,4325.128418,none
108,476.6637254714526,281.9782612475715,1673371.794441,1645143.591819,4428.205078,4327.692383,none
109,1246.788803435356,1478.266426088534,1660877.1801820002,1648348.714857,4446.666504,4429.230957,none
110,594.8836547080408,628.5454111498774,1666497.4384809998,1647506.6674930002,4405.128418,4365.6411130000015,none
111,324.572093290121,349.9327736958449,1659994.870618,1639970.258309,4380.0,4316.410156,none
112,872.4262537782791,1279.286490806446,1653916.922371,1644263.586437,4372.307617,4352.820313,none
113,575.9892259979187,516.3963078155369,1665135.3828230002,1642920.00196,4403.0771479999985,4342.05127,none
114,284.5658267773088,269.0325192591325,1655427.181648,1639410.254896,4358.461426,4309.743652,none
115,272.78569934170156,921.1347800473351,1658320.511231,1641430.2597750002,4377.94873,4395.897461,none
116,292.50231359870116,393.32893140567813,1659697.947768,1645013.332043,4368.205078,4336.9228520000015,none
117,370.68137923248474,415.1712037270418,1669034.356458,1651733.3320320002,4403.0771479999985,4353.846191,none
118,283.1939665587473,431.6676488053391,1658980.51271,1642661.284194,4418.461426,4370.769043,none
119,8590.622689981219,10528.738026835814,1621889.745369,1583584.105966,4355.384765999999,4258.974121,none
120,298.2671726636434,290.70749378318055,1656112.30909,1637662.053717,4374.871582,4318.974121,none
121,306.9335072565583,360.75244084664473,1660108.975105,1643488.462901,4365.6411130000015,4327.179688,none
122,358.76848755653003,362.47892445693327,1652005.125498,1645107.1816540002,4359.487305,4341.538574,none
123,557.6178116893041,430.7675571405323,1657786.151379,1648394.8750180001,4389.230957,4358.974121,none
124,491.6736015660766,364.7366620570353,1660937.1787219997,1647655.898449,4389.230957,4343.0771479999985,none
125,424.3994220120172,416.4433732084251,1651658.973645,1643671.282728,4374.3588869999985,4340.512695,none
126,910.9445665917195,4240.195161708313,1680783.59034,1615758.4636420002,4447.179688,4325.6411130000015,none
127,455.48408080866636,358.72478072172413,1656456.413586,1645549.744149,4369.743652,4342.563965,none
128,579.4353894254498,11742.538148198071,1663493.8422929998,1695229.7446289998,4402.05127,4612.307617,none
129,441.87566939697103,431.2275917868075,1665170.258312,1643754.8681819998,4400.512695,4334.871582,none
130,314.90839771489334,441.8808255632457,1661357.1835999999,1653784.8691450001,4373.846191,4363.589844,none
131,2435.6545518855723,8233.07586442773,1719620.510276,1768904.104503,4581.025879,4751.794922,none
132,406.2713861966115,319.83746805375205,1656963.074715,1644802.050797,4396.410156,4329.230957,none
133,334.5742804000081,388.91799162936127,1658194.871575,1635413.33009,4371.2822270000015,4316.9228520000015,none
134,359.77761130040926,369.3677348029452,1662833.3364270001,1643786.149912,4381.538574,4337.94873,none
135,2658.1242704355363,2512.561110631521,1654498.4594859998,1638218.4658320001,4375.384765999999,4370.256348,none
136,476.0669431188817,509.9215154024263,1659725.129395,1642257.433112,4370.769043,4328.7177729999985,none
137,401.9656082325303,354.6196720670813,1658415.899914,1644435.893559,4368.7177729999985,4336.9228520000015,none
138,525.9794145919841,552.1196424226881,1667512.051277,1645632.051775,4403.0771479999985,4358.974121,none
139,782.7809305955279,3837.499871145869,1652573.3330189998,1672487.691906,4370.256348,4477.94873,none
140,297.82285623999724,358.9464125775993,1666628.714863,1648273.845218,4385.128418,4346.666504,none
141,334.8672742787508,439.8312161626836,1659187.694827,1642813.3325240002,4377.94873,4339.487305,none
142,347.78188781547243,373.6288597190867,1665602.0507919998,1645103.592288,4388.7177729999985,4340.0,none
143,725.3561585541087,1225.7091400918353,1669007.6884829998,1653940.002944,4423.589844,4388.7177729999985,none
144,516.3998760512816,544.585499729828,1664693.8418240002,1644071.7934750002,4397.94873,4351.794922,none
145,591.9723778168479,562.5682236423236,1663318.206067,1644048.7124200002,4390.256348,4326.666504,none
146,302.334438526358,242.5023068321029,1655865.384294,1641179.236825,4362.05127,4355.897461,none
147,573.3413271307539,471.1364692813081,1663230.261732,1644027.176279,4409.230957,4343.589844,none
148,394.900093350818,449.9346542723392,1664090.766612,1644333.3330100002,4384.615234000001,4350.769043,none
149,331.1036240452556,319.01784761563385,1654969.744154,1648012.305183,4367.179688,4342.05127,none
150,2248.367407628019,6063.902178677344,1683893.335457,1695510.2539149998,4467.692383,4559.487305,none
151,617.4851993623525,540.4288196372195,1655601.027847,1646141.7949360001,4402.05127,4365.6411130000015,none
152,262.79270801020573,351.7676546187273,1656337.4345779999,1641431.790526,4390.769043,4361.538574,none
153,121743.30759912549,107791.81395394575,1494294.3569319998,1486507.698974,4772.820313,4555.897461,none
154,3432.4153470657475,1728.4099025042544,1660223.5922949999,1642657.947273,4664.615234000001,4508.7177729999985,none
155,3926.7420733527847,2245.548160864746,1663124.099612,1645477.9497240002,4549.230957,4442.05127,none
156,352.4709190355777,484.0823307989692,1659726.1543009998,1645215.895507,4388.205078,4402.563965,none
157,882.2420428342901,615.4783141972001,1659809.231451,1642123.593753,4393.846191,4346.153809,none
158,568.3889856061297,697.7062459104999,1672436.40918,1648858.9750950001,4426.153809,4369.230957,none
159,327.7706292858146,383.71969848246016,1654909.746584,1636850.001476,4367.179688,4334.3588869999985,none
160,2047.2081779105981,748.7396199247663,1658648.207047,1641619.491701,4462.563965,4343.0771479999985,none
161,2748.9678959481416,3131.3706200204088,1647957.439707,1635828.7207030002,4382.05127,4340.512695,none
162,866.3640696603635,1133.5971364899863,1684465.130866,1649079.998545,4469.230957,4389.230957,none
163,391.67652952522684,324.6406832851297,1658681.54199,1643864.6186680002,4408.7177729999985,4372.820313,none
164,419.3634907241154,409.03073855396616,1664773.590834,1643295.131845,4396.410156,4367.179688,none
165,1353.9701996117624,740.5115642293864,1656524.101573,1648286.1504070002,4530.256348,4422.05127,none
166,12582.685255026561,344.13882889095714,1622201.540787,1648664.102066,4412.307617,4348.205078,none
167,417.9891898280243,491.4767795462777,1664812.316416,1643317.438983,4396.9228520000015,4335.897461,none
168,1457.860573441778,1633.2797718023128,1665949.2338999999,1646536.407233,4426.666504,4396.9228520000015,none
169,329.56628203725694,396.1346347590848,1654568.2065539998,1640460.5122160004,4375.384765999999,4351.2822270000015,none
170,363.34033478095614,343.5451830529593,1662652.820326,1646321.023449,4376.410156,4334.3588869999985,none
171,16520.054050065053,52584.1117400683,1641167.436287,1561261.28394,4497.94873,4334.3588869999985,none
172,379.95838881795436,925.4671175956847,1655084.615246,1648328.205095,4369.230957,4362.563965,none
173,406.31263772674765,519.8302694548307,1661066.6660270002,1642595.903328,4425.128418,4386.666504,none
0,247806.5287946028,258076.45155963372,1661096.4089389998,1660898.461427,6430.769043,6346.153809,noise
1,252315.9752899956,244680.84104804037,1659412.8176410003,1665445.6404,7181.538573999998,7325.641113,noise
2,124753.55600148704,117543.10356855948,1669273.844244,1661272.8203270002,6140.0,6155.897461,noise
3,7022.874436665199,33582.01452276833,1650358.461433,1650143.080085,4576.9228520000015,5344.615234000001,noise
4,31322.173146840447,34166.995069639794,1656214.36109,1666069.7453669999,4770.256348,4772.820313,noise
5,329713.4932468495,314071.20007427427,1657091.794191,1665438.460699,6409.230957,6669.230957,noise
6,26194.682755192804,26896.842850931625,1669531.794197,1670011.2810260002,4794.871582,4688.205078,noise
7,43523.695292401535,47802.0840503416,1672196.151867,1689018.2065500002,5690.256348,5960.512695,noise
8,200439.21602228042,247004.80921977197,1645964.0979090002,1652733.334233,6487.179688,6571.2822270000015,noise
9,157829.01509106526,160822.45378507106,1666125.9008829999,1674679.748312,6942.05127,6570.256348,noise
10,30912.386350500972,34815.72807820935,1658006.6684639999,1670032.8237450002,4788.7177729999985,4784.615234000001,noise
11,33401.654584452066,28195.370354032573,1670214.866709,1670101.540784,4892.820313,4734.3588869999985,noise
12,64847.01184995455,121359.48468131521,1647584.6186549999,1668539.487794,6507.692383,6131.794922,noise
13,9638941.384888932,1540277.904470187,1513708.718124,1402329.74616,8311.282227,8251.794922,noise
14,42220.71208479131,51878.81857321528,1658542.307864,1667365.64088,6136.410156,6465.6411130000015,noise
15,25742.137817906834,28887.22033871086,1670892.8193490002,1681580.0031740002,4750.256348,4827.692383,noise
16,20885.81047824073,19720.046448243585,1667925.6406349998,1673713.334237,4730.769043,4705.6411130000015,noise
17,219936.1165227776,245928.18189063724,1665445.6425969999,1674724.099619,6465.128418,6401.538574,noise
18,76337.66405394599,80856.4784187146,1675363.080079,1669490.7653960001,5697.436035,5900.512695,noise
19,58608.71986424794,59574.20869065907,1663657.4343360001,1667573.843029,5458.974121,5657.436035,noise
20,35963.701605144866,36868.633781563774,1668071.284428,1669089.2312160002,4845.6411130000015,4784.102539,noise
21,176387.30089050985,23864.13924228849,1720717.181408,1660836.667497,6756.410156,4676.9228520000015,noise
22,193013.1508413149,35867.26140809489,1652136.4134629997,1640150.000251,6956.922852,4848.205078,noise
23,27999.38911545318,31227.064692398664,1647126.917969,1661013.328874,4748.205078,4801.025879,noise
24,31071.996226630978,34078.55809259525,1650058.458504,1659645.645755,4700.512695,4781.538574,noise
25,88703.20556560968,92622.11720390657,1672921.536874,1675499.4834160001,6124.102539,6150.256348,noise
26,28870.355075500684,34186.529455253105,1659234.35962,1664998.4592340002,4747.692383,4778.461426,noise
27,54323.99109238177,42782.12760664664,1653048.71949,1650198.9756,5608.205078,5791.2822270000015,noise
28,461721.97781385423,54846.334815813236,1704191.793466,1670027.688487,6666.666504,5416.9228520000015,noise
29,146910.66217316562,145221.93773551076,1658092.0551820002,1663426.926024,6287.692383,6408.7177729999985,noise
30,30676.911185447283,39037.9346172221,1648191.283698,1658148.20484,4797.94873,4771.794922,noise
31,91271.61917897481,114651.82558477783,1663866.986817,1672371.283211,5836.9228520000015,5863.589844,noise
32,147411.51796817363,138363.57116697618,1673647.700693,1678798.976818,6340.512695,6334.871582,noise
33,153156.85468563947,190523.3669718276,1664446.6687120001,1690066.6677380002,6968.717773,7663.077148,noise
34,31851.478844467507,37054.10430706168,1677607.177493,1679894.8708409998,4997.436035,5236.410156,noise
35,31447.574540586058,35104.34845265481,1652872.3081160001,1664789.747091,4763.589844,4801.025879,noise
36,82268.88529440323,24892.747857738508,1633799.4831760002,1629978.7170560001,5915.897461,4815.897461,noise
37,94195.28712458006,120955.96480413392,1649835.6396539998,1638711.285896,5919.487305,5821.538574,noise
38,3747494.298508598,3647986.8546289275,1664709.230412,1941967.1789580001,8401.538086,8401.538086,noise
39,63739.74962591001,36327.78767385594,1650069.2295030002,1647432.307143,5656.9228520000015,4771.794922,noise
40,31908.398447134336,34601.18276690171,1655262.308863,1668219.229002,4772.307617,4789.230957,noise
41,23180.323081915274,16853.196650810176,1679646.150882,1684909.229265,4805.128418,4722.05127,noise
42,156786.9772221068,166534.38540330422,1658672.821061,1661704.100342,5896.410156,5905.6411130000015,noise
43,130271.15427079314,150731.02217881675,1656788.719974,1664983.587163,5893.333496,5899.487305,noise
44,27103.469017934094,33551.95369782484,1651241.026619,1671045.130134,4711.2822270000015,4774.871582,noise
45,30867.429800939455,32687.405488328375,1656982.5664249999,1665021.020265,4736.410156,4768.7177729999985,noise
46,25990.954103877004,29663.32948283261,1663047.183108,1668157.436526,4787.179688,4801.538574,noise
47,96904.7340377992,50219.72038731471,1661827.179701,1662434.871842,5931.2822270000015,5367.179688,noise
48,36909.74192075396,25496.819353299492,1667991.280279,1672251.2844250002,4816.9228520000015,4675.384765999999,noise
49,24633.057740919743,33993.77541687336,1648830.510022,1665377.4336020001,4741.538574,4802.05127,noise
50,147980.9208188552,153479.1521251992,1656358.459723,1659178.9726629998,5710.769043,5677.94873,noise
51,20952.064487911033,22317.322073323667,1671559.998534,1682291.283212,4699.487305,4760.512695,noise
52,25091.568992668173,29850.26939789955,1648730.257582,1653916.4160230001,4719.487305,4761.025879,noise
53,71953.54893004976,32258.62430290842,1658505.131113,1635218.9772990001,5402.05127,4694.871582,noise
54,21114.608432876394,23702.398582461476,1670844.6125699999,1680895.38381,4703.0771479999985,4736.410156,noise
55,19379.74328881001,27045.363108398047,1671907.691659,1680682.053974,4669.743652,4804.615234000001,noise
56,23984.3247579958,26157.346732786344,1658574.8698860002,1667794.874271,4749.230957,4836.410156,noise
57,127997.32385857648,111843.41617393261,1673206.1547949999,1652499.487558,6250.256348,6256.410156,noise
58,64110.43151021572,26687.99981811273,1684220.5092739998,1689048.7175409999,5475.897461,5077.436035,noise
59,251859.04347387704,236610.15247433982,1675192.819096,1687196.9216389998,6225.128418,6408.7177729999985,noise
60,76025.29489371149,61269.57019131863,1641874.357426,1627623.588378,6015.384765999999,5828.7177729999985,noise
61,236881.60547342134,242883.9729970095,1665689.231701,1657353.078135,6422.563965,6451.2822270000015,noise
62,36579.41419039236,36189.72527552983,1657742.052742,1664103.077146,4809.743652,4794.3588869999985,noise
63,113915.49508060694,97606.0793445454,1657952.819828,1670674.607678,6331.794922,5778.974121,noise
64,36896.930541920134,36241.433867978485,1647377.948993,1654514.3545010001,4811.2822270000015,4793.333496,noise
65,32391.25334794411,30798.14707758278,1670037.9502019999,1669798.459975,4840.512695,4786.153809,noise
66,42636.307297870655,30376.80454889721,1632759.486333,1635208.7180340001,5074.871582,4681.025879,noise
67,271497.3194440996,283406.18445915467,1640255.8979520001,1650190.257824,7063.077148,6876.922852,noise
68,199392.78829076415,194555.07642790859,1667807.689944,1676591.27906,6389.743652,6408.205078,noise
69,104501.46480697137,124508.18860551863,1716013.8442409998,1709606.154056,5804.615234000001,6043.589844,noise
70,91520.63218493944,104858.77558878831,1653444.6167080002,1666386.6635870002,5559.487305,5961.538574,noise
71,778238.573044613,309366.2716522982,1709434.356812,1742600.002938,8396.410156,8160.512695,noise
72,309887.19276902726,317191.37954412674,1668222.305431,1682963.076171,6206.153809,5980.0,noise
73,19717.146858229164,21607.488982511743,1666441.280285,1675595.3894210001,4678.974121,4720.512695,noise
74,49393.07261938051,26197.47754083307,1647961.5432189999,1645760.002201,5069.743652,4701.538574,noise
75,345015.7792665701,364477.20014899067,1658096.923583,1676046.150157,6123.0771479999985,6121.538574,noise
76,257472.78803802448,84105.08895113517,1692689.745123,1675182.563736,6031.2822270000015,6117.94873,noise
77,130219.8089259317,25795.882145632222,1655817.437268,1665738.46218,5858.461426,4771.2822270000015,noise
78,5790526.849263294,5558928.445288047,1329533.3312150002,1248584.1016280001,8169.743651999999,8146.666504000002,noise
79,90737.21363074883,81424.28985491188,1646056.410396,1660732.301519,5710.769043,5965.6411130000015,noise
80,188585.42100750768,193259.71146298994,1662975.639903,1668410.2551370002,6325.6411130000015,6323.0771479999985,noise
81,29746.930230076385,31674.107233977953,1672977.439696,1686159.48804,5273.846191,5001.025879,noise
82,149736.18410304285,155075.2623033461,1670655.382581,1685045.6394190001,6168.7177729999985,6021.538574,noise
83,346251.8357501179,350363.6330713717,1660212.305428,1676610.2551179999,5945.128418,6200.512695,noise
84,130504.96695366001,107717.71383775862,1682685.127459,1687533.328875,6439.487305,5590.769043,noise
85,145062.12476846742,154928.59743310837,1667112.820572,1679897.948732,5990.769043,6054.871582,noise
86,20491.30879547012,20453.84609250555,1670355.387215,1681567.69068,4764.102539,4766.153809,noise
87,193912.5600775937,193791.810377775,1733098.9758350002,1669372.8195870002,6810.769043000001,6380.0,noise
88,25518.891177362075,23742.1309794914,1668598.465582,1681842.5595830001,4705.6411130000015,4798.461426,noise
89,18170.880152412486,30045.06901043668,1646959.999767,1654554.360117,4760.512695,5142.563965,noise
90,7389465.326847768,829110.2651114056,1751147.177267,1733159.742133,8401.538086,7760.512695,noise
91,153724.7509819178,70831.68003302797,1669286.15527,1666738.97657,5595.384765999999,5598.974121,noise
92,14576.768123462789,38553.07188608973,1643335.8969839998,1648050.7709960002,4796.410156,5993.846191,noise
93,250046.13126681483,256495.4313552539,1664110.770025,1678597.9458070002,6021.025879,6351.794922,noise
94,29604.568958120795,34631.57731155147,1654798.4616780002,1664672.307867,4763.589844,4796.410156,noise
95,7424104.609668969,942855.470572381,1365566.155415,1890650.254652,8313.333008,7770.256348000001,noise
96,63895.31535138013,37674.10864259825,1640871.794441,1642936.411636,5174.871582,4880.512695,noise
97,23616.85314635595,34622.59878151954,1649794.3603659999,1666661.022465,4653.333496,4781.538574,noise
98,4766112.617617593,686256.7901859141,1840841.0349350004,1475056.922455,8265.640625,6267.692383,noise
99,37858.59747855929,27958.951443211372,1656536.924083,1667155.897953,5476.9228520000015,4784.615234000001,noise
100,167277.6447821868,212229.1463604728,1648237.439206,1678133.845958,6232.820313,8401.538086,noise
101,366471.1885705181,125947.58799059303,1710531.535898,1691284.614021,6327.179688,6063.589844,noise
102,26719.941736992358,33792.28954485548,1657975.3852529998,1665162.5607969998,4774.3588869999985,4777.94873,noise
103,1038256.9913374815,55719.388482273745,1351688.201915,1543810.2563590002,5655.384765999999,4612.307617,noise
104,29089.633166331885,30790.838743857377,1652235.8979560002,1661388.2048419998,4791.2822270000015,4727.692383,noise
105,32852.70781260469,34519.122217593795,1666176.927502,1670480.5129530001,4815.897461,4800.512695,noise
106,194974.46228438214,137853.9120920131,1695511.282959,1687919.997326,5863.589844,5916.410156,noise
107,22338.647706448955,29020.758726507876,1671366.407974,1680443.075933,4683.0771479999985,4753.333496,noise
108,98019.27573941872,101768.37669192803,1671601.026871,1678378.9736350002,6091.794922,5812.307617,noise
109,112269.65586422401,102104.56132677077,1673275.127702,1675478.9741280002,5950.256348,5631.794922,noise
